,I_STS059,I_TULOC,I_RLIEF,I_MFS047,I_CFS001,I_DONLL,I_MFS022,I_NFS033,I_SPICE,I_NFS009,I_BVC007,I_MIL003,I_NFS005,I_ANG017,I_MFS013,I_BEARD,I_SFS033,I_LYONS,I_SFS030,I_PCRST
7/31/1935,0.03,0.28,7.18,5.64,11.5,10.05,2.83,1.17,2.8,1.44,0.79,0.33,0.08,0.16,0.18,0.56,2.33,0.48,0.11,3.49
8/31/1935,0,0.03,2.19,1.72,3.49,2.07,0.58,0.39,0.99,0.81,0.49,0.2,0.05,0.1,0.16,0.5,0.57,0.24,0.05,0.85
9/30/1935,0,0,0.82,0.65,1.19,0.1,0.03,0.39,0.4,0.99,0.2,0.08,0.06,0.04,0.13,0.4,0.12,0.17,0.04,0.18
10/31/1935,0,0,0.89,0.7,1.37,0.73,0.2,0.52,0.65,1.2,0.29,0.12,0.07,0.06,0,0,0.16,0.23,0.05,0.24
11/30/1935,0.02,0.01,0.81,0.64,1.17,0.89,0.25,0.46,0.5,1.24,0.31,0.13,0.07,0.06,0.05,0.17,0.17,0.21,0.05,0.26
12/31/1935,0.56,0.08,0.36,0.28,0.67,1,0.28,0.64,0.57,2.08,0.49,0.2,0.12,0.1,0.14,0.43,0.19,0.13,0.03,0.28
1/31/1936,0.39,4.37,1.66,1.3,3.85,6.69,1.89,1.54,1.68,4.65,2.7,1.12,0.26,0.55,0.55,1.75,0.98,0.91,0.2,1.46
2/29/1936,4.83,27.94,3.14,2.46,8.63,22.48,6.34,3.38,4.35,11.39,10.32,4.3,0.64,2.11,2.16,6.84,2.81,4.21,0.95,4.21
3/31/1936,3.77,2.93,2.08,1.63,5.95,19.59,5.53,6.47,8.05,32.96,7.98,3.32,1.86,1.63,1.54,4.88,2.49,3.42,0.77,3.73
4/30/1936,0.91,3.71,7.41,5.82,17.2,46.23,13.04,18.52,24.69,56.25,11.73,4.88,3.17,2.4,2.91,9.21,7.64,4.22,0.96,11.46
5/31/1936,0.45,0.68,17.38,13.66,35.28,65.73,18.54,26.18,37.43,53.01,7.04,2.93,2.98,1.44,1.6,5.07,13.64,2.76,0.63,20.46
6/30/1936,0.14,0.53,16.57,13.02,31.74,37.02,10.44,11.96,21.09,19.66,2.26,0.94,1.11,0.46,1.12,3.55,9.44,1.32,0.3,14.16
7/31/1936,0.05,0.12,6.78,5.32,10.96,9.84,2.78,1.09,2.63,1.57,0.76,0.32,0.09,0.16,0.17,0.54,2.21,0.48,0.11,3.31
8/31/1936,0.01,0.01,1.88,1.48,3.1,2.35,0.66,0.38,0.73,0.85,0.42,0.17,0.05,0.09,0.09,0.29,0.55,0.16,0.04,0.82
9/30/1936,0,0,1.41,1.11,2.06,0.21,0.06,0.28,0.28,0.53,0.35,0.15,0.03,0.07,0.22,0.69,0.21,0.29,0.06,0.32
10/31/1936,0.03,0,0.87,0.68,1.32,0.64,0.18,0.4,0.5,0.82,0.27,0.11,0.05,0.06,0,0,0.16,0.2,0.05,0.24
11/30/1936,0.06,0,0.64,0.5,0.89,0.67,0.19,0.53,0.57,1.53,0.24,0.1,0.09,0.05,0.06,0.18,0.14,0.15,0.04,0.21
12/31/1936,0.07,0.36,0.53,0.41,0.96,1.39,0.39,0.86,0.76,2.48,0.69,0.29,0.14,0.14,0.16,0.52,0.27,0.19,0.04,0.4
1/31/1937,0.1,1.9,0.86,0.68,1.88,2.77,0.78,0.55,0.64,1.52,1.17,0.49,0.09,0.24,0.26,0.84,0.47,0.37,0.09,0.71
2/28/1937,0.31,13.96,2.05,1.61,5.5,12.45,3.51,1.89,2.33,5.06,5.36,2.23,0.29,1.1,1.12,3.54,1.61,2.05,0.46,2.41
3/31/1937,0.24,11.6,1.63,1.28,4.6,13.59,3.83,2.78,3.67,12.71,6.43,2.68,0.72,1.32,1.36,4.32,1.7,2.79,0.63,2.55
4/30/1937,0.11,3.43,3.77,2.96,9.36,27.71,7.82,9.14,11.71,38.02,9.36,3.9,2.14,1.92,1.68,5.32,4.21,3.62,0.82,6.31
5/31/1937,0.05,1.08,19.28,15.15,39.33,77.78,21.94,33.54,47.11,69.68,10.84,4.51,3.92,2.22,2.96,9.39,15.81,3.67,0.83,23.72
6/30/1937,0.01,0.37,15.26,11.99,28.5,31.58,8.91,8.96,15.74,13.43,1.97,0.82,0.76,0.4,0.97,3.06,8.46,0.93,0.21,12.69
7/31/1937,0.01,0.14,5.46,4.29,8.65,7.32,2.07,0.88,2.1,1,0.59,0.25,0.06,0.12,0.13,0.42,1.75,0.33,0.07,2.63
8/31/1937,0,0.01,1.88,1.47,3,1.91,0.54,0.4,1.01,0.74,0.41,0.17,0.04,0.08,0.11,0.35,0.51,0.16,0.04,0.77
9/30/1937,0,0,1.02,0.8,1.46,0.09,0.02,0.39,0.41,0.93,0.24,0.1,0.05,0.05,0.15,0.49,0.15,0.2,0.04,0.23
10/31/1937,0,0,0.71,0.55,1.14,0.72,0.2,0.41,0.52,1.04,0.25,0.1,0.06,0.05,0,0,0.13,0.2,0.05,0.2
11/30/1937,0,0.09,1.01,0.79,1.62,1.02,0.29,0.62,0.77,1.55,0.36,0.15,0.09,0.07,0,0,0.19,0.28,0.06,0.29
12/31/1937,0.03,2.63,4.8,3.77,11.6,21.07,5.94,9.37,11.2,47.75,8.78,3.66,2.69,1.8,1.96,6.19,2.83,3.16,0.72,4.24
1/31/1938,1.39,1.86,0.69,0.55,1.84,5.39,1.52,1.56,2.03,9.15,2.47,1.03,0.52,0.51,0.46,1.45,0.63,1,0.23,0.95
2/28/1938,1.63,22.84,2.16,1.7,5.99,18.67,5.27,2.1,2.56,5.99,8.76,3.65,0.34,1.79,1.73,5.47,2.16,3.7,0.84,3.23
3/31/1938,1.75,17.8,2.87,2.25,8.63,29.42,8.3,5.4,6.68,21.45,12.35,5.14,1.21,2.53,2.34,7.4,3.51,5.35,1.21,5.27
4/30/1938,1.19,4.31,6.33,4.97,15.5,46.12,13.01,14.33,19.14,50.23,13.09,5.45,2.83,2.68,2.7,8.55,6.91,5.07,1.15,10.36
5/31/1938,0.15,2.14,21.5,16.89,46.6,103.28,29.13,39.41,54.81,95.93,14.17,5.9,5.4,2.9,3.58,11.34,18.66,6.19,1.41,27.99
6/30/1938,0.05,0.65,26.09,20.5,53.91,76.67,21.63,27.28,44.19,53.53,5.58,2.32,3.01,1.14,2.2,6.96,17.16,3.77,0.86,25.74
7/31/1938,0.02,0.25,12.52,9.84,21.55,22.2,6.26,2.94,7.09,5.24,1.43,0.6,0.3,0.29,0.43,1.36,4.61,1.23,0.28,6.9
8/31/1938,0,0.06,3.86,3.03,6.69,6.05,1.71,0.38,0.9,0.6,0.92,0.38,0.03,0.19,0.19,0.61,1.18,0.41,0.09,1.76
9/30/1938,0,0.01,1.94,1.52,2.95,0.57,0.16,0.58,0.58,1.37,0.52,0.22,0.08,0.11,0.32,1.02,0.3,0.43,0.1,0.45
10/31/1938,0.01,0.16,2.51,1.97,2.4,0.45,0.13,1.05,1.06,1.97,0.9,0.37,0.11,0.18,0.15,0.48,0,0.54,0.12,0
11/30/1938,0.04,0.29,5.58,4.38,1.66,0,0,0.93,1.11,2.92,1.03,0.43,0.16,0.21,0,0,0.78,0,0,1.17
12/31/1938,0.55,0.35,0.67,0.53,1.05,1.15,0.33,0.96,1.25,4.19,0.8,0.33,0.24,0.16,0.2,0.62,0.85,0,0,1.27
1/31/1939,0.72,0.48,0.69,0.54,0.99,2.07,0.58,0.98,1.28,4.56,1.09,0.45,0.26,0.22,0.22,0.68,1.14,0,0,1.71
2/28/1939,1.41,1.45,0.65,0.51,1,2.09,0.59,1.18,1.43,5,1.15,0.48,0.28,0.24,0.24,0.75,1.15,0,0,1.72
3/31/1939,1.5,1.14,2.59,2.03,3.49,7.63,2.15,4.64,5.98,14.17,3.94,1.64,0.8,0.81,0.8,2.52,2.1,0.26,0.06,3.15
4/30/1939,1.45,0.5,5.68,4.46,16.52,34.14,9.63,15.75,21.56,23.53,6.33,2.64,1.32,1.3,1.69,5.36,5.65,1.86,0.42,8.47
5/31/1939,0.24,0.24,7.93,6.23,17.68,22.2,6.26,6.74,10.71,6.97,1.9,0.79,0.39,0.39,0.91,2.88,6.71,0,0,10.06
6/30/1939,0.08,0.04,4.79,3.76,9.59,8.39,2.36,1.55,2.73,1.28,0.54,0.22,0.07,0.11,0.31,0.98,1.06,1.23,0.28,1.59
7/31/1939,0.03,0.06,0.6,0.47,3.55,4.38,1.24,0.67,1.58,0.55,0.23,0.1,0.03,0.05,0.1,0.3,0.69,0.05,0.01,1.03
8/31/1939,0.01,0,0,0,0.7,0.99,0.28,0.39,0.95,0.53,0.08,0.03,0.03,0.02,0.02,0.06,1.04,0,0,1.56
9/30/1939,0,0,1.38,1.08,1.63,0,0,0.27,0.37,0.46,0.21,0.09,0.03,0.04,0.04,0.14,0,0.23,0.05,0
10/31/1939,0.01,0,3.11,2.44,2.6,0,0,0.62,0.78,1.22,0.59,0.25,0.07,0.12,0,0,0,0.55,0.22,0
11/30/1939,0.04,0,5.01,3.94,0.74,0,0,0.53,0.54,1.42,0.54,0.22,0.08,0.11,0,0,0.46,0,0,0.68
12/31/1939,0.45,0.12,0.44,0.34,0.91,1.37,0.39,0.79,0.71,2.45,0.68,0.28,0.14,0.14,0.12,0.38,0.93,0,0,1.4
1/31/1940,2.05,6.56,1.32,1.04,7.29,15.79,4.45,3.93,4.83,16.41,6.18,2.57,0.92,1.27,1.23,3.89,1.21,1.9,0.76,1.81
2/29/1940,1.2,7.71,1.04,0.81,6.2,19.42,5.48,3.89,4.98,18.36,8.82,3.67,1.03,1.81,1.64,5.19,1.15,3.12,1.11,1.72
3/31/1940,0.59,8.29,2.8,2.2,12.17,37.87,10.68,11.57,15.01,44.8,12.85,5.35,2.52,2.63,2.27,7.18,2.56,5.84,1.14,3.84
4/30/1940,0.83,5.64,5.53,4.34,19.89,48.81,13.77,18.78,25.83,45.19,8.34,3.47,2.54,1.71,2.08,6.58,8.94,0.88,0.76,13.41
5/31/1940,0.59,0.72,20.08,15.78,41.26,65.21,18.39,26.43,39.5,50.45,6.22,2.59,2.84,1.27,2.56,8.1,19.11,0,0.38,28.67
6/30/1940,0.18,0.22,17.5,13.75,27.03,24.62,6.94,5.82,11.19,9.02,1.86,0.77,0.51,0.38,0.92,2.92,9.17,0,0.06,13.76
7/31/1940,0.05,0.1,3.91,3.07,6.91,6.34,1.79,0.6,1.47,0.75,0.68,0.28,0.04,0.14,0.16,0.5,1.07,0.46,0.06,1.61
8/31/1940,0.01,0.01,0.27,0.21,2.05,1.92,0.54,0.34,0.71,0.86,0.33,0.14,0.05,0.07,0.17,0.55,0.9,0,0.03,1.35
9/30/1940,0,0,5.04,3.96,1.03,0,0,0.33,0.33,0.86,0.18,0.07,0.05,0.04,0,0,0.15,0,0.11,0.23
10/31/1940,0,0.02,1.32,1.04,1.42,0.2,0.06,0.39,0.49,0.86,0.3,0.12,0.05,0.06,0,0,0.14,0.91,0.2,0.21
11/30/1940,0.31,0.2,0.42,0.33,1.08,1.25,0.35,0.56,0.64,1.52,0.27,0.11,0.09,0.06,0.02,0.07,0.72,0.49,0.11,1.08
12/31/1940,0.56,2.59,0.69,0.54,3.54,6.78,1.91,1.78,1.73,5.19,2.39,1,0.29,0.49,0.57,1.79,0.2,0.61,0.14,0.3
1/31/1941,1.87,3.42,0.73,0.57,3.22,7.19,2.03,1.59,1.93,6.15,2.64,1.1,0.35,0.54,0.6,1.89,0.9,1.53,0.35,1.35
2/28/1941,1.28,6.68,0.83,0.65,4.3,12.61,3.56,2.8,3.7,13.86,5.35,2.23,0.78,1.1,1.01,3.2,0.83,3.13,0.71,1.24
3/31/1941,3.29,7.11,1.93,1.51,5.92,18.61,5.25,5.11,6.3,25.55,8.4,3.5,1.44,1.72,1.63,5.15,2.3,4.06,0.92,3.45
4/30/1941,0.57,6.85,4.11,3.23,8.96,25.62,7.23,9.01,11.92,33.01,8.82,3.67,1.86,1.81,1.61,5.1,3.95,3.63,0.82,5.93
5/31/1941,0.22,1.15,18.26,14.35,37.95,81.02,22.85,35.9,49.69,81.21,11.88,4.95,4.57,2.43,3.33,10.53,15.62,2.44,0.55,23.43
6/30/1941,0.1,0.4,18.43,14.48,34.72,42.86,12.09,14.44,24.76,23.9,3.22,1.34,1.35,0.66,1.36,4.3,14.09,0,0,21.14
7/31/1941,0.04,0.12,11.39,8.95,16.45,13.24,3.74,1.69,4.06,2.38,1.09,0.45,0.13,0.22,0.36,1.13,3.91,0.18,0.04,5.86
8/31/1941,0,0.03,1.34,1.05,4.52,4.9,1.38,0.39,0.83,0.71,0.65,0.27,0.04,0.13,0.2,0.62,0.92,0.06,0.01,1.37
9/30/1941,0,0.01,2.33,1.83,1.18,0,0,0.34,0.34,0.87,0.2,0.08,0.05,0.04,0,0,0.11,0.39,0.09,0.16
10/31/1941,0.01,0.03,1.25,0.99,1.99,1.14,0.32,0.41,0.51,0.8,0.42,0.17,0.04,0.09,0,0,0.04,0.88,0.2,0.06
11/30/1941,0.04,0.17,1.65,1.3,1.3,0.37,0.1,0.65,0.74,1.58,0.61,0.25,0.09,0.12,0.18,0.58,0.66,0.66,0.15,0.99
12/31/1941,0.07,2.12,1.37,1.08,5.17,10.5,2.96,3.56,3.9,13.76,3.77,1.57,0.77,0.77,0.76,2.39,1.12,0.09,0.02,1.68
1/31/1942,0.16,9.69,0.92,0.73,5.13,13.57,3.83,3.77,4.99,20.83,5.64,2.35,1.17,1.15,1.19,3.78,1.51,2.33,0.53,2.27
2/28/1942,0.62,5.65,0.86,0.67,3.64,11.62,3.28,3.02,3.7,14.86,5.26,2.19,0.84,1.08,1.08,3.43,1.62,3.59,0.81,2.44
3/31/1942,1.08,2.77,2.17,1.7,3.85,11.25,3.17,4.21,5.27,18.16,5.46,2.27,1.02,1.12,1,3.16,2.65,2.68,0.61,3.98
4/30/1942,0.19,3.95,9.8,7.7,12.4,30.17,8.51,14.86,19.87,44.59,11.48,4.78,2.51,2.35,2.3,7.28,5.82,4.93,1.12,8.74
5/31/1942,0.11,2.8,10.99,8.63,30.38,70.73,19.95,25.49,35.65,54.2,9.96,4.15,3.05,2.04,2.54,8.05,11.18,4.16,0.94,16.77
6/30/1942,0.04,0.87,21.44,16.85,43.16,62.63,17.67,19.43,31.87,33.88,5.08,2.12,1.91,1.04,2.02,6.39,16.72,0.94,0.21,25.09
7/31/1942,0,0.26,13.83,10.86,21.25,19.29,5.44,2.11,5.11,3.25,1.44,0.6,0.18,0.29,0.52,1.64,4.23,0.24,0.05,6.34
8/31/1942,0,0.05,2.01,1.58,4.67,4.5,1.27,0.34,0.48,0.52,0.66,0.27,0.03,0.14,0.17,0.55,0.91,0,0,1.37
9/30/1942,0,0.02,2.25,1.76,1.71,0,0,0.22,0.22,0.41,0.29,0.12,0.02,0.06,0,0,0.24,0.42,0.1,0.36
10/31/1942,0,0.01,0,0,1.25,1.84,0.52,0.27,0.33,0.52,0.27,0.11,0.03,0.06,0,0,0,0.82,0.18,0
11/30/1942,0.34,1.48,0.49,0.39,4.23,8,2.26,1.97,1.96,5,2.26,0.94,0.28,0.46,0.47,1.49,0,0.06,0.02,0
12/31/1942,0.26,2.66,1.49,1.17,3.64,7.13,2.01,2.48,2.98,10.71,2.75,1.15,0.6,0.56,0.53,1.69,0.7,0.73,0.17,1.05
1/31/1943,0.14,8.83,1.65,1.3,6.81,18.69,5.27,4.83,6.29,25.51,8.12,3.38,1.44,1.66,1.69,5.35,1.23,4.69,1.07,1.84
2/28/1943,2,6.06,0.71,0.56,4.07,13.55,3.82,3.7,4.5,16.94,6.12,2.55,0.95,1.25,1.3,4.1,1.18,3.35,0.76,1.78
3/31/1943,1.22,15.54,2.13,1.68,14.16,48.23,13.6,10.82,14.38,32.59,14.35,5.98,1.83,2.94,2.66,8.43,2.41,7.6,1.72,3.62
4/30/1943,0.43,2.7,10.69,8.4,24.72,57.39,16.19,22.67,31.38,52.21,9.37,3.9,2.94,1.92,2.17,6.87,11.56,2.3,0.52,17.34
5/31/1943,0.15,1.06,19.79,15.55,34.18,54.72,15.43,19.51,29.28,36.59,5.57,2.32,2.06,1.14,1.93,6.12,15.5,1.3,0.3,23.25
6/30/1943,0.07,0.49,13.8,10.84,27.87,34.43,9.71,7.88,14.35,12.75,2.04,0.85,0.72,0.42,1.02,3.21,8.73,0.44,0.1,13.09
7/31/1943,0,0.2,7.5,5.9,13.69,14.05,3.96,1.19,2.89,1.77,0.95,0.4,0.1,0.19,0.22,0.69,1.54,0.13,0.03,2.31
8/31/1943,0,0.02,0,0,4.71,7.19,2.03,0.31,0.55,0.4,0.69,0.29,0.02,0.14,0.21,0.65,0.83,0.08,0.02,1.24
9/30/1943,0,0,0.18,0.14,1.48,1.34,0.38,0.31,0.31,0.71,0.25,0.1,0.04,0.05,0.16,0.51,0.2,0.56,0.13,0.3
10/31/1943,0,0.07,2.24,1.76,1.5,0,0,0.58,0.67,1.21,0.31,0.13,0.07,0.06,0,0,0,0.72,0.16,0
11/30/1943,0.13,0.2,1.62,1.27,0.69,0,0,0.57,0.51,1.41,0.45,0.19,0.08,0.09,0,0,0.44,0.57,0.13,0.66
12/31/1943,1.35,0.32,2.85,2.24,1.05,0,0,0.61,0.71,2.07,0.58,0.24,0.12,0.12,0,0,0.59,0.52,0.12,0.88
1/31/1944,0.54,0.76,1.09,0.85,1.31,1.55,0.44,0.77,0.93,2.67,0.91,0.38,0.15,0.19,0.16,0.5,0.5,0.55,0.13,0.76
2/29/1944,0.26,2.93,0.39,0.3,1.83,3.48,0.98,0.79,1.05,3.04,1.56,0.65,0.17,0.32,0.35,1.1,1.07,0.63,0.14,1.61
3/31/1944,0.56,5.1,0.99,0.78,2.89,7.37,2.08,2.07,2.62,8.63,3.54,1.47,0.49,0.72,0.7,2.23,2.18,0.99,0.22,3.27
4/30/1944,0.48,0.89,3.67,2.88,4.52,10,2.82,6.2,7.99,20.43,5.27,2.19,1.15,1.08,1,3.17,3.9,1.07,0.24,5.85
5/31/1944,0.12,0.5,12.53,9.85,24.74,44.25,12.48,20.15,27.84,32.82,7.88,3.28,1.85,1.61,2.34,7.4,9.45,1.51,0.34,14.18
6/30/1944,0.05,0.18,10.3,8.09,21.21,22.37,6.31,6.62,11.03,7.25,1.73,0.72,0.41,0.35,0.97,3.08,6.77,0.22,0.05,10.15
7/31/1944,0.01,0.01,4.75,3.73,9.22,7.55,2.13,0.93,2.19,0.69,0.56,0.23,0.04,0.11,0.26,0.82,1.35,0.14,0.03,2.03
8/31/1944,0,0,3.43,2.69,2.38,0,0,0.46,1.09,0.35,0.3,0.12,0.02,0.06,0,0,1.01,0.25,0.06,1.51
9/30/1944,0,0,2.4,1.88,0.56,0,0,0.44,0.75,1.07,0.08,0.03,0.06,0.02,0,0,0,0,0,0
10/31/1944,0.01,0,0.28,0.22,1.24,1.37,0.39,0.49,0.62,1.14,0.26,0.11,0.06,0.05,0,0,0,0,0,0
11/30/1944,0.17,1.59,0.41,0.32,4.41,8.3,2.34,2.18,2.23,6.6,2.45,1.02,0.37,0.5,0.54,1.73,0.48,0.42,0.1,0.72
12/31/1944,0.18,1.22,0.44,0.35,2.6,6.36,1.79,2.1,2.61,9.69,2.1,0.87,0.55,0.43,0.38,1.21,1.01,0.79,0.18,1.51
1/31/1945,0.1,0.66,0.57,0.45,1.9,3.55,1,1.46,1.95,8.48,1.81,0.75,0.48,0.37,0.45,1.42,1.43,1.1,0.25,2.14
2/28/1945,0.3,9.47,1.06,0.83,6.67,21.56,6.08,6.31,7.86,29.55,9.35,3.89,1.66,1.91,1.88,5.96,2.06,3.42,0.78,3.08
3/31/1945,0.48,5.79,1.1,0.86,3.93,13.43,3.79,3.47,4.46,12.35,5.06,2.11,0.7,1.04,0.92,2.92,2.52,2.52,0.57,3.78
4/30/1945,0.17,2.04,5.07,3.98,11.65,32.15,9.07,12.87,17.3,32.75,8.84,3.68,1.84,1.81,1.98,6.28,6.04,3.53,0.8,9.06
5/31/1945,0.04,0.71,18.05,14.18,31.46,59.34,16.74,23.4,32.96,45.4,8.38,3.49,2.56,1.72,2.26,7.17,14.36,1.41,0.32,21.54
6/30/1945,0.02,0.34,18.63,14.64,34.58,41.63,11.74,12.21,20.99,18.81,3.15,1.31,1.06,0.65,1.38,4.38,12.3,0.24,0.05,18.45
7/31/1945,0,0.02,9.49,7.46,14.57,12.16,3.43,1.46,3.48,1.8,0.95,0.4,0.1,0.19,0.31,0.98,2.21,0.42,0.09,3.32
8/31/1945,0,0,2.59,2.04,3.6,2.09,0.59,0.39,1,0.79,0.49,0.2,0.04,0.1,0.1,0.33,1,0.33,0.08,1.5
9/30/1945,0,0,3.68,2.9,1.91,0,0,0.41,0.42,0.92,0.32,0.13,0.05,0.07,0,0,0.21,0.82,0.19,0.32
10/31/1945,0,0,1.93,1.52,2.99,2.41,0.68,1.03,1.17,2.28,1.03,0.43,0.13,0.21,0.16,0.5,0.29,0.72,0.16,0.43
11/30/1945,0.03,0.6,1.55,1.22,3.59,6.23,1.76,1.84,1.93,5.81,2.5,1.04,0.33,0.51,0.51,1.62,1.16,0.42,0.1,1.74
12/31/1945,0.04,6.39,2.16,1.7,5.66,13.71,3.87,3.81,4.94,18.21,6.2,2.58,1.03,1.27,1.3,4.11,1.43,3.64,0.82,2.14
1/31/1946,0.07,2.54,1.04,0.81,3.12,9.4,2.65,2.95,3.63,14.55,4.49,1.87,0.82,0.92,0.97,3.08,1.85,2.51,0.57,2.78
2/28/1946,0.12,1.23,0.68,0.54,1.92,6.22,1.75,2.03,2.51,8.69,2.56,1.07,0.49,0.52,0.42,1.33,1.67,1.32,0.3,2.51
3/31/1946,0.71,2.66,1.8,1.42,4.94,15.83,4.46,5.33,7.06,19.63,5.96,2.48,1.11,1.22,1.25,3.97,2.92,2.8,0.64,4.37
4/30/1946,1.11,2.28,7.9,6.2,17.11,40.99,11.56,16.56,22.66,38.29,8.58,3.57,2.16,1.76,1.65,5.23,6.73,3.23,0.73,10.09
5/31/1946,0.28,0.55,18.14,14.25,36.06,60.37,17.03,23,33.9,42.19,5.74,2.39,2.38,1.18,2.08,6.57,14.66,1.62,0.37,21.99
6/30/1946,0.09,0.24,12.75,10.02,23.44,25.56,7.21,5.96,10.76,8.92,1.61,0.67,0.5,0.33,0.75,2.38,6.47,0.22,0.05,9.7
7/31/1946,0.01,0.06,5.01,3.93,8.03,6.95,1.96,0.91,2.17,1.07,0.61,0.25,0.06,0.12,0.12,0.38,1.22,1.03,0.23,1.82
8/31/1946,0,0.02,1.59,1.25,2.53,1.46,0.41,0.41,1.05,0.81,0.36,0.15,0.05,0.07,0.12,0.38,1.95,0,0,2.92
9/30/1946,0,0,1,0.78,1.44,0.11,0.03,0.46,0.56,1.18,0.24,0.1,0.07,0.05,0.15,0.48,0.17,0,0,0.26
10/31/1946,0,0.03,0.57,0.45,1.68,1.73,0.49,0.59,0.69,1.12,0.45,0.19,0.06,0.09,0.07,0.22,1.16,0,0,1.73
11/30/1946,0.01,0.83,1.42,1.12,2.51,3.41,0.96,1.03,1.02,2.27,1.55,0.65,0.13,0.32,0.34,1.07,0,1.27,0.29,0
12/31/1946,0.08,0.84,2.13,1.67,1.9,1.52,0.43,1.21,1.47,4.19,1.58,0.66,0.24,0.32,0.38,1.21,0.03,1.7,0.39,0.05
1/31/1947,0.12,0.49,1.95,1.53,0.95,0.36,0.1,0.84,1.13,4.05,1.09,0.45,0.23,0.22,0.22,0.71,0.3,1.35,0.31,0.44
2/28/1947,0.32,1.41,1.5,1.18,1.92,4.08,1.15,2.21,2.76,10.41,2.38,0.99,0.59,0.49,0.54,1.7,0.49,0.82,0.18,0.74
3/31/1947,1.5,2.27,1.58,1.24,4.33,12.96,3.66,5.57,7.2,18.36,4.95,2.06,1.03,1.01,1.05,3.33,1.56,1.29,0.29,2.34
4/30/1947,0.26,0.8,4.72,3.71,11.1,24.52,6.92,11.48,15.68,20.93,5.1,2.12,1.18,1.04,1.07,3.38,4.46,0.42,0.1,6.69
5/31/1947,0.08,0.18,13.75,10.8,25.51,35.09,9.9,13.26,19.62,18.66,3.33,1.39,1.05,0.68,1.33,4.2,10,0.64,0.14,14.99
6/30/1947,0.04,0.09,6.99,5.49,12.78,11.59,3.27,2.94,4.96,3.25,0.76,0.32,0.18,0.16,0.35,1.11,2.3,0.9,0.2,3.45
7/31/1947,0,0,2.34,1.84,3.81,2.76,0.78,0.73,1.75,0.73,0.29,0.12,0.04,0.06,0.05,0.17,0.84,0.85,0.19,1.25
8/31/1947,0,0,1.6,1.26,1.64,0,0,0.59,1.41,0.67,0.22,0.09,0.04,0.05,0.01,0.04,1.2,0,0,1.8
9/30/1947,0,0,0.05,0.04,0.47,0.37,0.11,0.41,0.67,1.02,0.07,0.03,0.06,0.01,0.05,0.15,0.39,0.33,0.08,0.58
10/31/1947,0,0,0.73,0.57,2.41,2.95,0.83,0.62,0.77,0.95,0.79,0.33,0.05,0.16,0.13,0.4,0,0,0,0
11/30/1947,0.03,0.16,1.4,1.1,0.8,0,0,0.84,0.75,2.58,0.53,0.22,0.15,0.11,0.04,0.11,0,0.26,0.06,0
12/31/1947,0.04,0.19,1.23,0.97,0.88,0.01,0,0.61,0.66,2.19,0.48,0.2,0.12,0.1,0.12,0.39,0.47,0.25,0.06,0.7
1/31/1948,0.99,0.31,1.44,1.13,1.56,2,0.56,1.72,2.1,7.84,1.16,0.48,0.44,0.24,0.22,0.69,0.87,0.34,0.08,1.3
2/29/1948,1.23,0.55,0.43,0.33,1.1,1.88,0.53,0.78,1.07,4.36,0.86,0.36,0.25,0.18,0.25,0.8,1.08,0.56,0.13,1.62
3/31/1948,0.54,3.34,0.82,0.65,1.72,3.85,1.09,1.28,1.69,6.78,1.9,0.79,0.38,0.39,0.38,1.19,1.07,0.72,0.16,1.6
4/30/1948,0.66,5.26,3.89,3.06,6.22,16.23,4.58,6.42,8,26.97,8.07,3.36,1.52,1.65,1.65,5.21,3.45,2.11,0.48,5.17
5/31/1948,0.18,1.32,10.06,7.9,24.05,56.09,15.82,23.1,31.71,50.84,11.54,4.81,2.86,2.36,2.6,8.24,9.19,2.56,0.58,13.78
6/30/1948,0.06,0.41,16.56,13.01,35.45,50.15,14.14,17.32,26.87,27.99,3.99,1.66,1.58,0.82,1.62,5.13,12.89,0,0,19.34
7/31/1948,0.01,0.05,4.79,3.76,11.58,12.72,3.59,1.53,3.62,1.82,0.76,0.32,0.1,0.16,0.2,0.64,1.15,0.44,0.1,1.72
8/31/1948,0.01,0,0,0,2.87,3.75,1.06,0.48,1.17,0.63,0.4,0.17,0.04,0.08,0.17,0.53,1.03,0.46,0.1,1.55
9/30/1948,0.01,0,0,0,0.45,0.44,0.12,0.48,0.7,1.36,0.07,0.03,0.08,0.01,0.05,0.15,0.22,0.73,0.17,0.33
10/31/1948,0.02,0,1.11,0.87,1.06,0,0,0.54,0.66,1.19,0.2,0.08,0.07,0.04,0,0,0,0.22,0.05,0
11/30/1948,1.91,0.05,2.58,2.03,1.41,0,0,0.3,0.27,0.38,0.71,0.3,0.02,0.15,0,0,0.28,0.3,0.07,0.42
12/31/1948,2.52,0.38,2.9,2.28,1.41,0,0,0.47,0.42,0.79,0.82,0.34,0.04,0.17,0,0,0.28,0.45,0.1,0.42
1/31/1949,1.81,0.56,2.34,1.83,1,0,0,0.37,0.41,0.88,0.73,0.3,0.05,0.15,0,0,0.34,0.35,0.08,0.51
2/28/1949,0.94,1.51,0.42,0.33,1.23,1.99,0.56,0.49,0.59,1.48,0.93,0.39,0.08,0.19,0.25,0.81,0.23,0.51,0.12,0.35
