,11317000,11318500,11315000,MKM,EBMUD_11319500,11319500,11313500,SS_HIST_EVAP,11315600,11315400,PGE_OLD_RES,11315900,11314500,11314000,11315030,LB_HIST_EVAP,11315000,NOTE: I have put the output of the excel sheet into 11315000 because I haven't matched the excel errors in python.
6/30/1996,3.034710744,3.219173554,6.307438017,123.4928182,123.4928182,,140.992,0.62,49.079,-901,26.784,0.321322314,55.58876033,29.91272727,-901,0.48,6.31,
7/31/1996,1.592528926,1.555636364,0.373844628,23.17458678,23.17458678,,124.814,0.84,43.155,-901,24.844,0.332033058,4.919008264,31.78294215,0.154333884,0.63,0.37,
8/31/1996,0.805487603,0.768595041,0.029145124,5.444578512,5.444578512,,99.639,0.79,35.057,-901,17.525,0.313586777,9.721190083,29.22505785,0.026870083,0.57,0.03,
9/30/1996,0.573024793,0.526016529,0.008449587,1.630570248,1.630570248,,72.466,0.5,35.307,-901,10.361,0.251107438,9.032727273,21.69520661,0.0144,0.4,0.01,
10/31/1996,0.805487603,0.694809917,0.015802314,3.346719008,3.346719008,,57.074,0.3,24.516,-901,6.026,0.314816529,9.333818182,20.18638017,0.015494876,0.24,0.02,
11/30/1996,2.255206612,2.237355372,4.409256198,40.40568595,40.40568595,,47.889,0.17,17.489,-901,9.08,0.260628099,8.913719008,28.75834711,-901,0.13,4.41,
12/31/1996,15.21818182,21.02261157,8.872661157,161.9516612,161.9516612,,57.203,0.1,28.486,-901,9.074,0.233652893,16.71847934,21.576,-901,0.08,8.87,
1/31/1997,41.83001653,55.77540496,17.97282645,440.5553471,440.5553471,,130.885,0.14,43.653,-901,11.775,0.270545455,40.91385124,24.42287603,-901,0.1,17.97,
2/28/1997,9.541289256,14.57295868,2.704661157,91.18182645,91.18182645,,113.64,0.15,39.406,-901,11.548,0.27768595,16.75001653,30.48991736,-901,0.11,2.7,
3/31/1997,6.105719008,7.267834711,6.941950413,86.61254545,86.61254545,,110.934,0.24,35.119,-901,9.909,0.276694215,17.43173554,33.22790083,-901,0.17,6.94,
4/30/1997,3.957024793,4.427107438,10.57983471,127.9805372,127.9805372,,132.749,0.4,42.369,-901,12.968,0.267768595,25.42016529,31.44793388,-901,0.28,10.58,
5/31/1997,2.680859504,2.828429752,13.19523967,177.3478595,177.3478595,,141.568,0.62,51.665,-901,22.891,0.429183471,80.48727273,30.5962314,-901,0.46,13.2,
6/30/1997,2.005289256,1.511404959,4.058181818,73.43357851,73.43357851,,136.512,0.62,45.368,-901,24.648,0.249917355,31.21586777,31.30512397,-901,0.46,4.06,
7/31/1997,1.002247934,0.762446281,0.15494876,11.67819008,11.67819008,,118.327,0.83,35.935,-901,22.713,0.270545455,2.059834711,31.89361983,0.106373554,0.6,0.15,
8/31/1997,0.651768595,0.48206281,0.018261818,3.682371901,3.682371901,,92.624,0.77,28.714,-901,16.493,0.258247934,4.580826446,33.63371901,0.015986777,0.53,0.02,
9/30/1997,0.714049587,0.499834711,0.009639669,2.790471074,2.790471074,,71.023,0.49,20.188,-901,11.599,0.249917355,1.963636364,32.54876033,0.008509091,0.33,0.01,
10/31/1997,0.823933884,0.848528926,0.016601653,4.756892562,4.756892562,,47.54,0.29,12.716,-901,7.04,0.313586777,3.72614876,31.54928926,0.021090248,0.18,0.02,
11/30/1997,1.142479339,1.178181818,0.181487603,9.481280992,9.481280992,,24.787,0.14,6.082,-901,3.794,0.164231405,3.701157025,30.54347107,-901,0.07,0.18,
12/31/1997,1.463404959,1.746247934,0.581057851,12.49552066,12.49552066,,10.123,0.06,5.193,-901,3.625,0.15802314,1.543338843,18.53236364,-901,0.03,0.58,
1/31/1998,7.187900826,10.95094215,3.412561983,73.26055372,73.26055372,,17.367,0.06,6.044,-901,6.151,0.263166942,1.426512397,13.15219835,-901,0.03,3.41,
2/28/1998,17.20542149,25.75259504,1.777190083,125.6163388,125.6163388,,21.428,0.07,6.187,-901,3.815,0.261580165,2.543603306,20.26552066,-901,0.03,1.78,
3/31/1998,16.8168595,21.62519008,7.083371901,159.0884876,159.0884876,,33.839,0.13,19.45,-901,9.713,0.268700826,3.185057851,29.60013223,-901,0.1,7.08,
4/30/1998,15.19735537,20.35041322,7.295206612,151.9275455,151.9275455,,52.496,0.25,28.089,-901,9.956,0.458181818,17.16099174,15.72099174,-901,0.22,7.3,
5/31/1998,16.23272727,19.17183471,12.648,214.7661322,214.7661322,,87.08,0.46,42.925,-901,12.846,0.430413223,42.34036364,16.23887603,-901,0.41,12.65,
6/30/1998,10.73454545,9.56231405,25.90809917,347.7160744,347.7160744,,133.123,0.56,49.9,-901,23.75,0.392727273,123.0545455,31.17421488,-901,0.46,25.91,
7/31/1998,4.414809917,3.787636364,8.946446281,141.9395372,141.9395372,,137.65,0.85,49.079,-901,25.151,0.36892562,65.29983471,28.89917355,-901,0.64,8.95,
8/31/1998,1.979900826,1.875371901,0.202294215,16.76532231,16.76532231,,110.413,0.82,38.235,-901,19.739,0.332033058,17.51166942,32.3793719,0.143266116,0.61,0.2,
9/30/1998,1.350743802,1.315041322,0.077355372,9.80592562,9.80592562,,85.523,0.53,31.219,-901,10.413,0.315371901,13.1861157,30.71008264,0.077355372,0.39,0.08,
10/31/1998,1.949157025,1.334280992,0.047345455,8.191727273,8.191727273,,66.486,0.32,21.8,-901,3.735,0.288991736,4.709950413,31.97355372,0.056507107,0.24,0.05,
11/30/1998,1.749421488,1.981487603,0.803305785,19.41140496,19.41140496,,51.096,0.18,11.609,-901,6.496,0.16661157,1.374545455,31.12066116,0.101752066,0.12,0.8,
12/31/1998,2.367272727,2.643966942,2.029090909,30.52346281,30.52346281,,40.27,0.1,6.905,-901,3.029,0.159867769,1.383471074,32.03504132,-901,0.04,2.03,
1/31/1999,7.323173554,9.684297521,2.441057851,63.51021488,63.51021488,,27.114,0.08,10.888,-901,6.416,0.264396694,1.383471074,28.96066116,-901,0.04,2.44,
2/28/1999,18.93818182,23.86433058,2.499173554,121.3682727,121.3682727,,19.747,0.07,16.703,-901,9.3,0.261024793,1.244033058,26.93553719,-901,0.06,2.5,
3/31/1999,11.23378512,13.14604959,3.400264463,87.74885124,87.74885124,,8.316,0.09,24.891,-901,9.329,0.270545455,1.432661157,30.92826446,-901,0.13,3.4,
4/30/1999,10.84165289,12.85289256,7.18214876,118.1654876,118.1654876,,30.565,0.18,33.084,-901,9.363,0.285619835,2.255206612,17.97024793,-901,0.24,7.18,
5/31/1999,7.323173554,7.169454545,21.77890909,251.2708678,251.2708678,,135.189,0.5,51.18,-901,13.177,0.356628099,21.77276033,29.32958678,-901,0.44,21.78,
6/30/1999,3.879669421,3.171570248,12.4185124,173.8196529,173.8196529,,142.05,0.62,51.665,-901,23.42,0.327272727,79.55702479,28.14545455,-901,0.48,12.42,
7/31/1999,1.610975207,1.795438017,1.045289256,28.18093388,28.18093388,,123.27,0.84,39.754,-901,20.914,0.313586777,19.81130579,31.91206612,-901,0.63,1.05,
8/31/1999,1.162115702,1.026842975,0.032280992,7.111966942,7.111966942,,104.355,0.79,32.805,-901,10.896,0.288991736,7.907305785,29.02214876,0.051157686,0.57,0.03,
9/30/1999,0.803305785,0.660495868,0.008806612,3.647206612,3.647206612,,83.01,0.52,22.765,-901,7.255,0.285619835,3.570247934,30.70413223,0.015649587,0.32,0.01,
10/31/1999,0.762446281,0.676363636,0.017339504,4.227661157,4.227661157,,63.379,0.32,14.574,-901,3.326,0.295140496,2.61322314,28.03834711,0.017339504,0.19,0.02,
11/30/1999,1.041322314,1.249586777,0.289190083,10.69719008,10.69719008,,42.359,0.17,6.563,-901,3.003,0.19338843,1.600661157,30.40661157,-901,0.09,0.29,
12/31/1999,1.082181818,1.162115702,0.253328926,9.202165289,9.202165289,,16.51,0.08,6.541,-901,3.358,0.216436364,1.617123967,26.62413223,-901,0.04,0.25,
1/31/2000,6.677553719,8.786578512,2.588628099,59.43027273,59.43027273,,19.708,0.06,7.335,-901,7.668,0.224429752,1.85077686,12.29752066,-901,0.04,2.59,
2/29/2000,13.78195041,19.19464463,3.232661157,102.0538182,102.0538182,,33.691,0.08,12.475,-901,7.677,0.235259504,5.46446281,4.94677686,-901,0.04,3.23,
3/31/2000,11.10466116,14.54796694,5.072727273,99.59171901,99.59171901,,38.616,0.14,12.757,-901,7.699,0.18138843,12.16839669,21.95107438,-901,0.1,5.07,
4/30/2000,6.991735537,8.43768595,11.57950413,139.7956446,139.7956446,,90.077,0.3,32.598,-901,7.466,0.180297521,2.552727273,25.70578512,-901,0.22,11.58,
5/31/2000,5.533884298,5.699900826,15.66089256,212.3383636,212.3383636,,141.953,0.57,51.953,-901,19.014,0.38122314,49.72502479,30.25190083,-901,0.44,15.66,
6/30/2000,2.69553719,2.49322314,3.909421488,73.74917355,73.74917355,,136.228,0.62,45.948,-901,20.043,0.440330579,33.47107438,30.6446281,-901,0.46,3.91,
7/31/2000,0.971504132,1.285090909,0.119900826,16.02489256,16.02489256,,114.861,0.82,34.207,-901,16.217,0.340641322,8.306975207,33.08033058,0.119900826,0.6,0.12,
8/31/2000,0.602578512,0.713256198,0.010883306,7.400760331,7.400760331,,90.672,0.76,26.47,-901,10.752,0.355398347,3.523239669,33.14181818,0.016724628,0.53,0.01,
9/30/2000,0.797355372,0.678347107,0.013626446,6.544553719,6.544553719,,71.31,0.49,22.468,-901,6.58,0.36892562,2.130247934,25.58677686,0.021064463,0.33,0.01,
10/31/2000,1.334280992,1.12522314,0.033510744,8.252909091,8.252909091,,53.172,0.3,16.157,-901,4.102,0.372,2.219702479,26.31669421,0.031112727,0.19,0.03,
11/30/2000,0.981818182,1.196033058,0.216,9.281123967,9.281123967,,35.532,0.16,6.836,-901,3.652,0.281454545,1.523305785,29.03801653,-901,0.09,0.22,
12/31/2000,1.051438017,1.291239669,0.408892562,8.379793388,8.379793388,,14.533,0.07,3.505,-901,1.444,0.197990083,1.574082645,26.87008264,-901,0.03,0.41,
1/31/2001,1.377322314,1.813884298,0.443940496,13.00747934,13.00747934,,7.019,0.05,3.467,-901,2.188,0.15187438,1.389619835,10.32991736,0.207828099,0.01,0.44,
2/28/2001,2.460297521,3.043438017,0.799735537,18.72269421,18.72269421,,6.087,0.04,3.865,-901,3.213,0.141619835,1.221818182,4.942809917,0.186049587,0.01,0.8,
3/31/2001,4.777586777,5.829024793,4.882115702,63.2908595,63.2908595,,20.837,0.09,9.604,-901,7.708,0.199834711,1.377322314,11.43669421,-901,0.06,4.88,
4/30/2001,5.879008264,7.170247934,6.12892562,92.4582314,92.4582314,,42.371,0.22,26.03,-901,7.777,0.201719008,9.020826446,17.19669421,-901,0.19,6.13,
5/31/2001,3.387966942,3.375669421,9.001785124,142.1437851,142.1437851,,109.383,0.48,46.885,-901,16.459,0.328958678,9.930247934,13.77322314,-901,0.41,9,
6/30/2001,0.92231405,0.946115702,0.408793388,13.33229752,13.33229752,,99.905,0.55,39.616,-901,13.066,0.315371901,2.082644628,25.1107438,0.141024793,0.44,0.41,
7/31/2001,0.504813223,0.421190083,0.022442975,4.38961157,4.38961157,,78.471,0.72,33.31,-901,9.422,0.304363636,2.059834711,29.20661157,0.029821488,0.57,0.02,
8/31/2001,0.554003306,0.247795041,0.005226446,2.736933884,2.736933884,,58.594,0.64,26.576,-901,5.563,0.313586777,2.04138843,27.60793388,0.007071074,0.5,0.01,
9/30/2001,0.417123967,0.236826446,0.004165289,4.314710744,4.314710744,,43.96,0.4,18.532,-901,3.722,0.290975207,1.963636364,26.7768595,0.007557025,0.32,0,
10/31/2001,0.445785124,0.19061157,0.006517686,0.114297521,0.114297521,,26.014,0.23,11.332,-901,2.867,0.301289256,2.05368595,22.3814876,0.008239339,0.16,0.01,
11/30/2001,0.73785124,0.975867769,0.898512397,14.39939669,14.39939669,,18.245,0.11,10.675,3.06,5.212,0.196363636,1.320991736,14.04297521,-901,0.09,0.9,
12/31/2001,3.178909091,3.849123967,1.254347107,31.74844628,31.74844628,,13.8,0.06,7.348,5.28,7.455,0.222585124,1.321983471,19.43008264,-901,0.04,1.25,
1/31/2002,4.28568595,4.746842975,2.090578512,46.29634711,46.29634711,,7.098,0.05,6.074,5.42,7.569,0.359087603,1.580231405,25.20991736,-901,0.04,2.09,
2/28/2002,3.326677686,4.259702479,2.104859504,38.08416529,38.08416529,,7.087,0.04,10.322,2.67,4.851,0.399867769,2.382545455,14.5507438,-901,0.04,2.1,
3/31/2002,6.868165289,8.208595041,3.35722314,67.48157851,67.48157851,,7.112,0.06,8.217,2.34,4.493,0.479603306,4.341024793,26.50115702,-901,0.07,3.36,
4/30/2002,5.605289256,5.801652893,11.15702479,137.8410165,137.8410165,,54.302,0.22,28.07,7.08,8.75,0.481983471,6.860826446,24.99173554,-901,0.19,11.16,
5/31/2002,3.16661157,2.908363636,12.96773554,163.6089669,163.6089669,,130.588,0.52,51.875,7.38,17.752,0.473454545,13.99457851,15.80231405,-901,0.42,12.97,
6/30/2002,1.23768595,1.166280992,4.248595041,64.67666942,64.67666942,,134.248,0.61,46.155,7.21,21.978,0.493884298,18.38677686,27.1338843,-901,0.46,4.25,
7/31/2002,0.506042975,0.408277686,0.099609917,10.36421488,10.36421488,,121.472,0.83,39.169,6.68,18.658,0.38122314,2.342677686,25.45586777,0.095920661,0.6,0.1,
8/31/2002,0.313586777,0.233038017,0.009776529,4.226413223,4.226413223,,102.669,0.79,36.821,1.65,11.131,0.335107438,1.444958678,24.1646281,0.011928595,0.57,0.01,
9/30/2002,0.292165289,0.226710744,0.007735537,1.691545455,1.691545455,,86.292,0.53,28.031,0.602,7.091,0.295735537,1.368595041,22.90909091,0.007735537,0.38,0.01,
10/31/2002,0.367080992,0.288991736,0.007931901,1.813049587,1.813049587,,68.243,0.33,16.769,0.583,5.675,0.303133884,1.444958678,29.08363636,0.007378512,0.22,0.01,
11/30/2002,0.714049587,0.660495868,1.767272727,19.39466116,19.39466116,,57.845,0.19,10.834,2.42,6.922,0.290975207,1.445950413,27.78842975,-901,0.1,1.77,
12/31/2002,1.961454545,2.625520661,1.30353719,20.1285124,20.1285124,,47.653,0.1,3.795,1.24,3.318,0.280383471,1.746247934,28.77619835,-901,0.04,1.3,
1/31/2003,2.656264463,2.951404959,2.859173554,43.18795868,43.18795868,,27.831,0.09,8.467,2.29,4.373,0.307438017,7.095669421,32.46545455,-901,0.03,2.86,
2/28/2003,2.887933884,2.643570248,2.232595041,35.99561983,35.99561983,,13.546,0.07,9.422,1.75,3.878,0.368766942,5.142743802,28.82380165,0.19271405,0.04,2.23,
3/31/2003,3.363371901,3.91061157,5.177256198,60.01419835,60.01419835,,21.322,0.1,9.681,5.25,7.505,0.381838017,3.197355372,24.84099174,-901,0.07,5.18,
4/30/2003,9.69322314,11.04991736,5.087603306,99.48260331,99.48260331,,50.191,0.23,18.712,6.48,8.93,0.377256198,5.004297521,8.449586777,-901,0.16,5.09,
5/31/2003,10.0593719,10.60661157,17.13044628,223.2153636,223.2153636,,127.797,0.51,50.232,7.14,16.28,0.461157025,31.69071074,10.82181818,-901,0.39,17.13,
6/30/2003,2.850247934,2.16,9.556363636,144.974,144.974,,141.52,0.61,49.268,6.51,23.605,0.446280992,62.41983471,29.03801653,-901,0.47,9.56,
7/31/2003,0.799338843,0.774743802,0.26501157,18.57550413,18.57550413,,131.946,0.85,47.728,2.18,15.67,0.454393388,2.502545455,26.80859504,0.145110744,0.64,0.27,
8/31/2003,0.56568595,0.377533884,0.056753058,2.440033058,2.440033058,,119.461,0.82,35.228,0.85,8.608,0.376919008,1.512595041,27.36198347,0.060442314,0.6,0.06,
9/30/2003,0.376066116,0.139239669,0.005890909,2.406983471,2.406983471,,98.317,0.56,24.547,0.614,6.773,0.315966942,6.236033058,25.40826446,0.017256198,0.36,0.01,
10/31/2003,0.424879339,0.276694215,0.002889917,2.824644628,2.824644628,,67.208,0.33,22.636,0.59,6.218,0.314816529,1.432661157,31.11272727,0.015802314,0.22,0,
11/30/2003,0.749752066,0.660495868,0.017256198,6.085826446,6.085826446,,48.014,0.18,15.252,1.31,6.478,0.369520661,1.374545455,26.47933884,0.019160331,0.12,0.02,
12/31/2003,2.662413223,2.994446281,1.242049587,30.17407438,30.17407438,,38.559,0.1,5.968,2.43,8.065,0.364621488,4.543933884,27.8538843,-901,0.05,1.24,
1/31/2004,2.754644628,3.283438017,1.463404959,23.40817355,23.40817355,,13.994,0.08,8.361,0.863,1.703,0.335722314,4.962049587,30.55933884,0.235497521,0.04,1.46,
2/29/2004,5.07907438,6.148958678,1.449520661,45.05595041,45.05595041,,6.971,0.05,9.095,2.25,3.098,0.331894215,2.674710744,19.44198347,-901,0.04,1.45,
3/31/2004,7.483041322,8.73738843,8.608264463,109.8577934,109.8577934,,26.372,0.1,15.769,6.96,7.891,0.389831405,4.531636364,28.34578512,-901,0.1,8.61,
4/30/2004,3.897520661,3.677355372,10.51438017,122.4716281,122.4716281,,70.685,0.27,34.426,7.05,19.363,0.396892562,5.492231405,20.23140496,-901,0.24,10.51,
5/31/2004,1.918413223,1.340429752,9.419900826,117.5042645,117.5042645,,139.364,0.55,51.652,7.4,21.207,0.989950413,5.189553719,12.35900826,-901,0.44,9.42,
6/30/2004,0.815206612,0.600991736,1.23768595,33.6777686,33.6777686,,130.143,0.61,45.859,7.17,20.975,0.714049587,11.71636364,29.75206612,0.201719008,0.46,1.24,
7/31/2004,0.436561983,0.22012562,0.050419835,6.446090909,6.446090909,,107.207,0.8,44.095,5.76,18.007,0.430413223,1.703206612,27.8538843,0.073170248,0.61,0.05,
8/31/2004,0.292680992,0.188766942,0.007562975,2.494661157,2.494661157,,86.643,0.74,35.619,2.78,14.15,0.442710744,2.213553719,29.39107438,0.012359008,0.58,0.01,
9/30/2004,0.297520661,0.198743802,0.00547438,1.912214876,1.912214876,,68.398,0.48,26.574,0.911,11.631,0.387966942,1.451900826,26.7768595,0.01814876,0.38,0.01,
10/31/2004,0.621024793,0.707107438,0.303133884,10.41547934,10.41547934,,60.232,0.3,26.083,1.83,12.384,0.390446281,2.158214876,10.14545455,-901,0.24,0.3,
11/30/2004,0.70214876,0.815206612,0.910413223,11.87649587,11.87649587,,40.752,0.17,24.078,3.37,12.329,0.360595041,1.636363636,27.25289256,-901,0.15,0.91,
12/31/2004,1.924561983,2.453355372,2.354975207,27.2517438,27.2517438,,28.46,0.09,18.196,3.04,12.003,0.357242975,1.444958678,30.55933884,-901,0.08,2.35,
1/31/2005,8.583669421,12.14380165,2.281190083,68.79170248,68.79170248,,15.795,0.07,15.31,3.35,12.304,0.352938843,8.37461157,27.8538843,-901,0.07,2.28,
2/28/2005,8.130644628,10.76866116,1.921586777,66.17645455,66.17645455,,6.773,0.05,13.183,2.5,11.462,0.314895868,7.208727273,26.65785124,-901,0.06,1.92,
3/31/2005,15.21203306,20.42003306,4.070479339,119.3636694,119.3636694,,7.427,0.06,6.768,3.79,12.752,0.411966942,14.89844628,28.34578512,-901,0.07,4.07,
4/30/2005,12.96595041,15.61983471,6.950082645,130.447438,130.447438,,7.429,0.11,11.437,7.15,16.116,0.678347107,39.99272727,14.34049587,-901,0.11,6.95,
5/31/2005,13.96383471,13.76707438,26.83319008,326.9311653,326.9311653,,111.264,0.43,48.051,7.23,20.679,2.951404959,70.95669421,16.47867769,-901,0.36,26.83,
6/30/2005,4.915041322,4.290247934,17.44066116,205.6112066,205.6112066,,137.583,0.59,51.473,7.47,25.814,3.183471074,91.99338843,26.53884298,-901,0.47,17.44,
7/31/2005,1.721652893,1.936859504,2.582479339,53.03947107,53.03947107,,126.677,0.84,42.276,6.87,23.871,0.817785124,34.76509091,28.59173554,-901,0.63,2.58,
8/31/2005,0.93461157,0.725553719,0.037138512,7.694719008,7.694719008,,104.135,0.8,31.678,2.7,14.03,0.364621488,20.10644628,26.37818182,0.027792397,0.57,0.04,
9/30/2005,0.630743802,0.495669421,0.011365289,3.87631405,3.87631405,,82.596,0.52,21.154,0.677,7.989,0.359404959,9.532561983,26.9553719,0.014340496,0.35,0.01,
10/31/2005,0.830082645,0.551543802,0.013711736,7.497429752,7.497429752,,58.168,0.31,19.623,0.734,8.036,0.392905785,2.035239669,27.42347107,0.023980165,0.21,0.01,
11/30/2005,0.72,0.88661157,0.358809917,10.64284298,10.64284298,,32.934,0.16,17.648,1.62,8.269,0.581355372,1.797024793,29.33553719,0.359404959,0.12,0.36,
12/31/2005,8.239338843,10.47133884,12.18684298,139.365,139.365,,43.259,0.09,36.044,6.95,13.888,1.094479339,2.680859504,29.02214876,-901,0.09,12.19,
1/31/2006,14.56026446,15.47642975,5.687603306,144.6294711,144.6294711,,77.277,0.11,36.229,5.41,14.166,1.186710744,4.187305785,26.56264463,-901,0.1,5.69,
2/28/2006,8.297256198,8.852628099,6.797752066,94.15295868,94.15295868,,93.928,0.13,32.421,6.92,15.678,5.520396694,6.986578512,22.99239669,-901,0.1,6.8,
3/31/2006,19.63299174,22.03715702,3.935206612,138.7304545,138.7304545,,86.082,0.22,22.478,4.91,12.276,7.833520661,29.42181818,25.33289256,-901,0.15,3.94,
4/30/2006,45.51471074,48.65057851,9.395702479,311.0972314,311.0972314,,100.861,0.35,22.982,6.97,15.595,8.681652893,49.31107438,19.39834711,-901,0.22,9.4,
5/31/2006,18.04661157,17.19193388,24.43517355,358.7255041,358.7255041,,134.615,0.58,44.462,7.16,24.38,8.663603306,146.2790083,17.95438017,-901,0.39,24.44,
6/30/2006,4.611570248,4.938842975,12.79933884,203.616157,203.616157,,140.685,0.62,48.853,7.37,25.41,6.604958678,116.1520661,25.34876033,-901,0.46,12.8,
7/31/2006,2.207404959,2.336528926,0.842380165,35.23409091,35.23409091,,122.537,0.84,34.162,6.91,21.433,2.434909091,26.98076033,29.57553719,0.787041322,0.6,0.84,
8/31/2006,1.155966942,1.162115702,0.014572562,8.204495868,8.204495868,,93.541,0.77,24.385,2.96,13.614,1.414214876,20.19252893,26.99305785,0.012789421,0.5,0.01,
9/30/2006,0.70214876,0.612892562,0.006545455,5.911619835,5.911619835,,73.899,0.5,22.683,1.45,7.995,1.213884298,5.516033058,20.52892562,0.010472727,0.32,0.01,
10/31/2006,1.094479339,0.910016529,0.010391405,6.492,6.492,,48.363,0.3,21.521,1.47,6.001,0.92231405,1.820033058,27.9768595,0.028407273,0.22,0.01,
11/30/2006,1.356694215,1.332892562,0.743801653,14.79061983,14.79061983,,28.145,0.15,17.69,3.1,7.57,1.124628099,3.486942149,24.51570248,-901,0.12,0.74,
12/31/2006,1.961454545,2.121322314,0.719404959,20.48471074,20.48471074,,12.728,0.07,9.885,2.3,5.461,1.11907438,3.658512397,29.6985124,0.768595041,0.06,0.72,
1/31/2007,1.820033058,2.311933884,1.555636364,19.48361157,19.48361157,,6.828,0.05,3.849,0.817,3.978,1.543338843,5.466247934,13.34280992,1.67246281,0.04,1.56,
2/28/2007,4.559603306,5.298247934,2.688,51.37787603,51.37787603,,12.556,0.05,6.936,3.5,11.009,0.799735537,2.937917355,6.164628099,-901,0.03,2.69,
3/31/2007,6.609917355,6.818975207,5.859768595,76.32430579,76.32430579,,32.673,0.12,16.751,7.06,10.451,0.940760331,3.418710744,4.181157025,-901,0.09,5.86,
4/30/2007,3.909421488,3.379834711,7.795041322,99.81236364,99.81236364,,73.724,0.28,37.42,7.15,18.686,1.832727273,4.760330579,0.059504132,1.25553719,0.24,7.8,
5/31/2007,2.662413223,2.520991736,7.753586777,96.80884298,96.80884298,,120.178,0.53,49.086,7.35,20.755,1.752396694,5.804429752,12.23603306,1.260495868,0.44,7.75,
6/30/2007,1.267438017,0.963966942,0.749752066,18.39535537,18.39535537,,109.789,0.57,49.551,6.86,19.508,0.856859504,3.957024793,18.0892562,0.480198347,0.46,0.75,
7/31/2007,0.487596694,0.499279339,0.029145124,7.259933884,7.259933884,,96.585,0.75,37.276,6.37,18.688,0.552158678,1.488,27.05454545,0.021951074,0.63,0.03,
8/31/2007,0.330803306,0.318505785,0.007317025,1.785983471,1.785983471,,79.041,0.72,31.715,1.83,11.333,0.51465124,1.488,27.66942149,0.009776529,0.56,0.01,
9/30/2007,0.355239669,0.353454545,0.007557025,3.85922314,3.85922314,,63.434,0.47,24.115,1.16,7.846,0.461752066,1.428099174,26.83636364,0.004105785,0.38,0.01,
10/31/2007,0.608727273,0.33326281,0.016232727,1.662347107,1.662347107,,48.628,0.3,20.552,1.27,5.945,0.48821157,1.512595041,17.09355372,0.013773223,0.21,0.02,
11/30/2007,0.570049587,0.257652893,0.034869421,4.997933884,4.997933884,,31.081,0.15,11.354,0.708,4.5,0.476033058,1.487603306,27.66942149,0.026538843,0.11,0.03,
12/31/2007,0.719404959,0.600733884,0.106373554,8.736975207,8.736975207,,16.138,0.07,8.084,1,5.944,0.492515702,1.537190083,18.38479339,0.081163636,0.05,0.11,
1/31/2008,2.619371901,3.025190083,0.543550413,20.13196694,20.13196694,,8.978,0.05,4.124,1.93,7.158,0.495590083,1.875371901,14.01917355,0.408892562,0.03,0.54,
2/29/2008,3.618049587,3.830876033,0.949090909,27.4281157,27.4281157,,6.388,0.05,3.744,1.28,6.819,0.649983471,2.841520661,9.490909091,0.667239669,0.03,0.95,
3/31/2008,3.996694215,4.427107438,3.437157025,52.81947107,52.81947107,,8.026,0.08,7.672,1.84,7.514,1.008396694,5.115768595,16.90909091,1.076033058,0.05,3.44,
4/30/2008,3.534545455,4.790082645,7.771239669,84.46302479,84.46302479,,40.838,0.18,24.158,7.07,13.371,1.570909091,4.968595041,0.119008264,1.07107438,0.18,7.77,
5/31/2008,2.656264463,2.896066116,12.03927273,145.398157,145.398157,,113.324,0.49,48.817,7.08,20.197,1.383471074,5.078876033,17.33950413,1.026842975,0.4,12.04,
6/30/2008,0.767603306,0.892561983,2.957355372,52.6077686,52.6077686,,129.3,0.58,46.247,7.02,22.849,0.521256198,3.921322314,24.69421488,0.534942149,0.48,2.96,
7/31/2008,0.344330579,0.151259504,0.067021488,4.817280992,4.817280992,,118.291,0.81,38.157,6.71,20.275,0.41381157,1.789289256,22.50446281,0.052448926,0.6,0.07,
8/31/2008,0.226889256,0.186307438,0.007071074,2.132066116,2.132066116,,102.66,0.78,30.548,4.4,15.008,0.283457851,1.377322314,26.43966942,0.009346116,0.56,0.01,
9/30/2008,0.196958678,0.11722314,0.004343802,3.740247934,3.740247934,,94.446,0.54,24.45,2.15,11.026,0.273123967,1.309090909,17.55371901,0.003689256,0.35,0,
10/31/2008,0.568760331,0.274849587,0.010637355,1.31546281,1.31546281,,71.361,0.33,21.047,0.96,6.749,0.287761983,1.371173554,29.14512397,0.009715041,0.24,0.01,
11/30/2008,1.082975207,0.424859504,0.612892562,14.27122314,14.27122314,,55.899,0.18,18.163,1.83,6.465,0.411173554,1.434049587,27.31239669,-901,0.13,0.61,
12/31/2008,1.199008264,0.719404959,0.228733884,9.203760331,9.203760331,,42.616,0.1,12.222,1.34,5.507,0.4464,1.629421488,22.32,0.166631405,0.07,0.23,
1/31/2009,2.016793388,2.078280992,3.775338843,33.0757438,33.0757438,,36.414,0.09,5.76,4.47,8.727,0.51465124,1.727801653,27.30049587,-901,0.05,3.78,
2/28/2009,3.743206612,6.420099174,2.038214876,44.53156198,44.53156198,,38.836,0.09,7.119,3.18,10.81,0.683107438,1.927140496,18.10512397,0.362102479,0.03,2.04,
3/31/2009,10.96938843,17.65309091,4.482446281,104.2629835,104.2629835,,53.463,0.17,14.114,5.29,13.129,1.088330579,4.777586777,21.09024793,0.768595041,0.09,4.48,
4/30/2009,5.861157025,8.128264463,9.383801653,118.2523223,118.2523223,,83.3,0.31,29.447,7.11,15.461,1.559008264,7.527272727,27.31239669,1.689917355,0.21,9.38,
5/31/2009,6.523834711,6.290181818,19.43008264,246.8263802,246.8263802,,140.321,0.56,49.289,7.42,24.13,4.230347107,85.5292562,16.97057851,-901,0.43,19.43,
