,I_MFM008,I_SFM005,I_COL003,I_SLTSP,I_UBEAR,I_NFM010,I_TGC003,I_NHGAN,I_PARDE,I_CMCHE,I_JNKSN,I_CMP001,I_CMP014,I_CSM035,I_AMADR,I_DSC035,I_DEE023
1967-10-31,1.24,1.64,0.06,1.18,0.26,0.03,0.0,1.21,0.08,0.08,0.13,0.11,0.28,2.42,0.24,0.28,0.0
1967-11-30,0.89,1.46,0.05,1.57,0.35,0.0,0.0,1.87,0.13,0.13,0.15,0.14,0.37,3.24,0.31,1.1,0.0
1967-12-31,1.34,2.08,0.47,3.79,0.84,0.0,0.0,3.51,0.25,0.25,0.39,0.27,0.72,7.42,0.71,2.76,0.53
1968-01-31,1.8,2.46,0.89,5.84,1.29,1.74,0.13,8.41,0.59,0.59,0.96,0.29,0.79,16.77,1.51,6.0,3.09
1968-02-29,4.74,6.14,5.35,25.64,5.66,13.69,1.02,1.19,0.08,0.08,2.78,1.56,4.22,46.64,4.44,11.8,5.52
1968-03-31,5.36,5.61,3.89,25.44,5.62,9.94,0.74,16.01,1.12,1.12,2.14,1.36,3.68,37.83,3.62,8.93,3.17
1968-04-30,3.9,4.3,7.79,49.91,11.02,9.22,0.69,4.78,0.33,0.33,1.13,1.07,2.89,22.91,2.25,2.8,0.59
1968-05-31,1.88,2.23,7.99,77.68,17.14,7.19,0.54,2.3,0.16,0.16,0.4,0.72,1.96,11.49,1.17,1.3,0.19
1968-06-30,0.77,1.12,1.1,24.74,5.46,1.33,0.1,1.29,0.09,0.09,0.1,0.12,0.34,3.68,0.34,0.32,0.0
1968-07-31,0.51,0.59,0.04,2.44,0.54,0.0,0.0,0.64,0.04,0.04,0.08,0.3,0.81,2.31,0.28,0.01,0.0
1968-08-31,0.34,0.54,0.02,1.92,0.42,0.08,0.01,0.32,0.02,0.02,0.07,0.03,0.07,2.15,0.19,0.0,0.0
1968-09-30,0.31,0.45,0.01,0.98,0.22,0.2,0.01,0.0,0.0,0.0,0.05,0.13,0.35,0.41,0.08,0.0,0.0
1968-10-31,0.47,0.68,0.03,2.41,0.53,0.56,0.04,0.12,0.01,0.01,0.05,0.05,0.14,0.66,0.07,0.06,0.0
1968-11-30,1.42,1.66,2.98,14.5,3.2,3.4,0.25,3.04,0.21,0.21,0.32,0.32,0.86,5.08,0.53,0.99,0.39
1968-12-31,2.1,3.07,1.23,7.06,1.56,3.94,0.29,15.58,1.09,1.09,0.7,0.54,1.45,14.21,1.36,5.2,3.47
1969-01-31,27.48,40.67,4.89,47.57,10.5,38.39,2.87,153.58,10.75,10.75,12.17,5.78,15.61,200.19,18.79,54.09,34.31
1969-02-28,13.42,18.92,1.59,21.49,4.74,16.31,1.22,107.18,7.5,7.5,6.54,2.2,5.94,111.43,10.14,45.21,18.95
1969-03-31,11.54,15.13,2.94,24.8,5.47,17.84,1.33,51.14,3.58,3.58,4.34,2.47,6.67,72.13,6.88,20.85,7.81
1969-04-30,22.17,25.31,10.9,69.85,15.42,41.67,3.11,33.83,2.37,2.37,5.72,5.04,13.6,92.71,9.41,13.19,4.2
1969-05-31,14.3,15.44,31.28,182.07,40.18,71.28,5.33,9.77,0.68,0.68,2.36,4.16,11.23,64.58,6.62,3.7,0.76
1969-06-30,4.96,4.54,16.95,122.6,27.06,42.33,3.16,4.24,0.3,0.3,0.66,1.17,3.16,21.48,2.13,1.62,0.12
1969-07-31,3.06,2.32,2.45,33.84,7.47,7.21,0.54,2.0,0.14,0.14,0.21,0.36,0.97,4.93,0.52,0.48,0.0
1969-08-31,2.51,1.26,0.04,3.25,0.72,1.09,0.08,0.81,0.06,0.06,0.12,0.2,0.53,1.66,0.2,0.09,0.0
1969-09-30,1.85,1.04,0.01,0.92,0.2,0.49,0.04,0.89,0.06,0.06,0.09,0.06,0.16,1.29,0.13,0.08,0.0
1969-10-31,1.88,1.49,0.66,4.66,1.03,0.43,0.03,1.37,0.1,0.1,0.17,0.11,0.3,2.73,0.27,0.43,0.0
1969-11-30,1.7,1.65,0.7,4.59,1.01,0.32,0.02,3.57,0.25,0.25,0.23,0.31,0.83,4.18,0.45,1.08,0.1
1969-12-31,2.96,4.03,4.92,22.71,5.01,14.85,1.11,14.02,0.98,0.98,1.38,0.86,2.33,26.19,2.47,6.45,4.97
1970-01-31,24.02,28.41,13.47,73.27,16.17,53.01,3.96,94.21,6.59,6.59,11.07,7.1,19.18,174.95,17.07,36.39,24.8
1970-02-28,8.99,10.09,3.09,32.86,7.25,13.2,0.99,24.36,1.71,1.71,3.29,1.95,5.25,54.98,5.26,11.52,4.1
1970-03-31,9.2,11.53,4.48,31.8,7.02,13.33,1.0,42.91,3.0,3.0,3.63,1.9,5.14,67.24,6.26,19.39,4.64
1970-04-30,5.3,5.37,5.47,37.59,8.3,11.94,0.89,9.01,0.63,0.63,0.81,1.06,2.87,23.19,2.25,4.19,0.68
1970-05-31,4.35,3.82,16.0,104.46,23.06,29.28,2.19,5.06,0.35,0.35,0.7,1.16,3.12,21.04,2.09,2.04,0.16
1970-06-30,2.25,2.29,8.03,69.27,15.29,17.83,1.33,3.19,0.22,0.22,0.25,0.49,1.31,8.24,0.83,0.93,0.0
1970-07-31,2.1,1.27,0.4,10.48,2.31,1.88,0.14,1.9,0.13,0.13,0.11,0.05,0.13,3.59,0.31,0.27,0.0
1970-08-31,0.97,0.81,0.03,1.03,0.23,0.48,0.04,0.86,0.06,0.06,0.11,0.0,0.0,3.09,0.26,0.05,0.0
1970-09-30,0.6,0.63,0.01,0.0,0.0,0.0,0.0,0.66,0.05,0.05,0.13,0.0,0.0,2.21,0.19,0.04,0.0
1970-10-31,0.61,0.77,0.01,1.54,0.34,0.24,0.02,0.56,0.04,0.04,0.09,0.03,0.09,1.38,0.13,0.22,0.0
1970-11-30,1.51,2.61,2.67,12.73,2.81,2.9,0.22,12.13,0.85,0.85,0.77,0.39,1.04,16.57,1.51,3.17,5.69
1970-12-31,4.77,7.27,2.02,16.78,3.7,11.1,0.83,50.04,3.5,3.5,3.59,0.77,2.07,65.2,5.76,16.94,16.59
1971-01-31,5.02,6.49,4.81,17.65,3.9,14.17,1.06,23.17,1.62,1.62,2.53,0.98,2.65,39.29,3.65,10.96,5.71
1971-02-28,4.77,5.18,2.7,17.13,3.78,11.51,0.86,7.53,0.53,0.53,1.7,1.21,3.26,26.2,2.6,5.87,1.11
1971-03-31,9.17,9.84,3.4,23.18,5.12,14.57,1.09,19.2,1.34,1.34,3.02,2.59,7.0,50.26,5.05,10.84,3.95
1971-04-30,8.34,8.75,7.12,47.2,10.42,20.07,1.5,8.65,0.61,0.61,2.87,2.16,5.82,44.09,4.42,7.19,1.06
1971-05-31,5.85,5.61,14.49,89.84,19.83,26.46,1.98,4.52,0.32,0.32,1.25,1.93,5.21,35.19,3.5,2.6,0.38
1971-06-30,2.68,2.49,13.53,104.29,23.02,26.6,1.99,3.08,0.22,0.22,0.5,0.9,2.43,16.03,1.6,1.02,0.03
1971-07-31,1.33,1.32,1.32,18.65,4.12,2.34,0.17,2.15,0.15,0.15,0.16,0.3,0.81,4.08,0.43,0.26,0.0
1971-08-31,0.65,0.82,0.04,2.7,0.6,0.58,0.04,0.91,0.06,0.06,0.07,0.11,0.3,1.14,0.13,0.0,0.0
1971-09-30,0.77,0.65,0.01,1.01,0.22,0.45,0.03,0.68,0.05,0.05,0.06,0.07,0.19,0.72,0.08,0.0,0.0
1971-10-31,0.66,0.87,0.02,3.04,0.67,0.02,0.0,0.14,0.01,0.01,0.09,0.07,0.19,1.44,0.14,0.2,0.0
1971-11-30,0.74,1.33,0.65,5.84,1.29,0.49,0.04,2.14,0.15,0.15,0.18,0.29,0.77,3.33,0.37,0.99,0.0
1971-12-31,2.92,4.62,1.63,9.46,2.09,4.28,0.32,24.75,1.73,1.73,1.24,0.61,1.65,21.8,2.03,6.54,4.78
1972-01-31,2.37,2.35,0.85,7.56,1.67,5.04,0.38,7.13,0.5,0.5,0.72,0.58,1.57,12.75,1.26,3.24,1.01
1972-02-29,4.17,4.38,1.0,10.25,2.26,6.19,0.46,18.53,1.3,1.3,1.73,1.02,2.76,27.31,2.64,7.05,3.22
1972-03-31,5.82,5.55,8.38,41.72,9.21,22.27,1.66,5.29,0.37,0.37,2.36,2.21,5.96,39.03,3.98,6.45,0.62
1972-04-30,4.46,4.17,6.77,40.78,9.0,12.51,0.93,5.22,0.37,0.37,1.81,1.69,4.55,28.94,2.97,4.43,0.69
1972-05-31,2.58,2.17,14.15,96.94,21.4,17.06,1.27,3.06,0.21,0.21,0.66,1.29,3.48,18.14,1.9,1.14,0.1
1972-06-30,0.74,1.05,3.89,44.1,9.73,6.57,0.49,1.55,0.11,0.11,0.16,0.37,1.0,5.2,0.54,0.27,0.0
1972-07-31,0.5,0.45,0.15,6.15,1.36,0.35,0.03,0.33,0.02,0.02,0.08,0.18,0.5,2.78,0.28,0.06,0.0
1972-08-31,0.24,0.32,0.02,1.04,0.23,0.14,0.01,0.28,0.02,0.02,0.1,0.1,0.26,2.73,0.26,0.01,0.0
1972-09-30,0.29,0.38,0.01,1.35,0.3,0.37,0.03,0.48,0.03,0.03,0.05,0.06,0.17,0.67,0.08,0.0,0.0
1972-10-31,0.46,0.61,0.09,3.46,0.76,0.31,0.02,0.0,0.0,0.0,0.1,0.08,0.2,1.48,0.15,0.15,0.0
1972-11-30,0.95,1.37,0.79,6.03,1.33,0.34,0.03,3.05,0.21,0.21,0.33,0.29,0.78,6.23,0.61,1.21,1.66
1972-12-31,1.98,2.51,4.42,14.44,3.19,8.91,0.67,6.91,0.48,0.48,0.74,0.58,1.57,15.14,1.45,3.94,2.21
1973-01-31,6.83,10.69,2.49,22.45,4.95,16.48,1.23,71.1,4.98,4.98,6.58,2.77,7.48,111.83,10.34,29.08,27.94
1973-02-28,9.36,12.45,1.38,17.62,3.89,11.31,0.85,86.6,6.06,6.06,5.48,0.79,2.12,95.08,8.32,26.97,16.78
1973-03-31,9.59,12.19,1.73,19.61,4.33,11.76,0.88,53.65,3.76,3.76,4.65,1.85,5.0,79.01,7.28,17.64,9.36
1973-04-30,10.03,12.23,9.34,51.38,11.34,23.88,1.78,16.03,1.12,1.12,2.42,2.31,6.25,47.91,4.73,7.07,1.7
1973-05-31,8.77,8.04,24.41,150.43,33.2,42.24,3.16,5.6,0.39,0.39,1.31,2.12,5.73,37.87,3.78,2.48,0.37
1973-06-30,2.52,2.37,6.91,58.87,12.99,13.07,0.98,3.29,0.23,0.23,0.29,0.58,1.57,9.27,0.94,0.72,0.02
1973-07-31,0.96,0.93,0.47,5.33,1.18,1.01,0.08,3.46,0.24,0.24,0.11,0.12,0.31,2.9,0.28,0.14,0.0
1973-08-31,0.46,0.48,0.02,0.99,0.22,0.44,0.03,2.08,0.15,0.15,0.11,0.04,0.12,2.81,0.25,0.0,0.0
1973-09-30,1.13,0.46,0.01,0.0,0.0,0.0,0.0,0.59,0.04,0.04,0.1,0.05,0.14,1.48,0.14,0.0,0.0
1973-10-31,1.33,1.04,0.16,2.6,0.57,0.5,0.04,1.7,0.12,0.12,0.17,0.11,0.3,2.53,0.25,0.4,0.0
1973-11-30,2.56,3.86,6.09,32.98,7.28,17.48,1.31,8.21,0.57,0.57,1.26,1.13,3.06,24.88,2.44,5.47,9.53
1973-12-31,6.97,7.74,4.24,19.04,4.2,16.2,1.21,34.97,2.45,2.45,3.94,1.84,4.98,63.83,6.0,15.69,13.87
1974-01-31,10.43,12.06,5.79,31.91,7.04,23.45,1.75,37.85,2.65,2.65,6.17,3.52,9.5,96.18,9.28,24.27,14.07
1974-02-28,4.61,4.63,2.18,12.63,2.79,8.8,0.66,9.42,0.66,0.66,1.93,1.03,2.77,29.37,2.82,7.5,2.55
1974-03-31,15.4,19.69,4.94,38.92,8.59,20.58,1.54,69.63,4.87,4.87,6.45,3.69,9.97,110.86,10.53,26.77,12.5
1974-04-30,14.25,16.52,7.72,53.47,11.8,23.52,1.76,41.38,2.9,2.9,4.71,3.7,9.99,85.79,8.38,17.0,6.03
1974-05-31,6.31,5.55,21.27,129.12,28.5,39.17,2.93,7.14,0.5,0.5,1.44,2.26,6.1,41.24,4.1,3.66,0.51
1974-06-30,2.35,2.22,10.79,77.84,17.18,23.58,1.76,3.57,0.25,0.25,0.39,0.77,2.09,12.76,1.29,1.2,0.08
1974-07-31,2.08,1.65,2.05,20.14,4.44,3.39,0.25,3.92,0.27,0.27,0.26,0.5,1.36,6.71,0.71,0.82,0.19
1974-08-31,1.51,0.78,0.18,0.98,0.22,0.21,0.02,1.06,0.07,0.07,0.13,0.23,0.62,2.18,0.25,0.16,0.0
1974-09-30,0.64,0.3,0.01,3.94,0.87,1.28,0.1,0.88,0.06,0.06,0.09,0.07,0.19,1.25,0.13,0.06,0.0
1974-10-31,0.66,0.75,0.01,1.54,0.34,0.24,0.02,0.76,0.05,0.05,0.13,0.12,0.32,1.74,0.19,0.38,0.0
1974-11-30,0.5,1.12,0.09,2.37,0.52,0.04,0.0,1.61,0.11,0.11,0.18,0.22,0.6,3.29,0.35,0.88,0.3
1974-12-31,1.23,1.41,0.39,4.25,0.94,0.07,0.01,3.42,0.24,0.24,0.28,0.31,0.84,5.39,0.55,1.64,0.55
1975-01-31,2.19,2.32,1.05,7.28,1.61,2.88,0.22,6.63,0.46,0.46,0.55,0.53,1.44,10.7,1.06,3.34,1.75
1975-02-28,5.44,6.55,1.39,11.55,2.55,7.14,0.53,34.01,2.38,2.38,3.05,1.19,3.22,51.51,4.74,14.66,11.59
1975-03-31,10.9,14.58,2.45,22.01,4.86,15.95,1.19,72.63,5.08,5.08,5.55,2.83,7.65,88.49,8.4,27.21,8.5
1975-04-30,9.95,11.18,2.31,21.46,4.74,13.71,1.02,23.91,1.67,1.67,3.5,2.61,7.04,58.46,5.76,13.79,2.74
1975-05-31,13.63,15.21,25.89,110.52,24.39,48.26,3.61,8.92,0.62,0.62,3.63,3.94,10.65,66.56,6.82,8.16,0.52
1975-06-30,4.59,3.8,22.4,128.58,28.38,33.04,2.47,1.59,0.11,0.11,0.83,1.49,4.03,24.73,2.5,1.59,0.01
1975-07-31,1.76,1.56,2.1,25.12,5.54,4.0,0.3,1.11,0.08,0.08,0.18,0.39,1.06,5.46,0.57,0.39,0.0
1975-08-31,1.19,1.0,0.14,3.66,0.81,0.59,0.04,0.65,0.05,0.05,0.12,0.26,0.71,2.39,0.28,0.13,0.0
1975-09-30,0.63,0.62,0.03,1.61,0.35,0.58,0.04,0.43,0.03,0.03,0.1,0.09,0.25,1.33,0.14,0.05,0.0
1975-10-31,1.08,1.33,2.21,12.81,2.83,0.75,0.06,1.08,0.08,0.08,0.19,0.29,0.78,3.98,0.42,0.46,0.39
1975-11-30,1.06,1.26,2.44,11.51,2.54,2.62,0.2,1.71,0.12,0.12,0.27,0.13,0.35,5.42,0.5,0.66,0.4
1975-12-31,1.05,1.11,1.14,6.44,1.42,1.16,0.09,1.4,0.1,0.1,0.26,0.4,1.07,5.13,0.55,0.73,0.33
1976-01-31,0.95,1.0,0.74,5.27,1.16,0.85,0.06,1.52,0.11,0.11,0.22,0.07,0.19,4.21,0.38,0.61,0.3
1976-02-29,1.09,1.39,1.04,6.87,1.52,1.12,0.08,2.74,0.19,0.19,0.34,0.44,1.18,5.67,0.61,1.0,0.53
1976-03-31,1.75,1.83,2.77,17.67,3.9,0.8,0.06,3.62,0.25,0.25,0.46,0.55,1.49,9.21,0.94,1.22,0.74
1976-04-30,1.46,1.54,4.37,32.37,7.14,0.0,0.0,2.46,0.17,0.17,0.45,0.51,1.38,8.8,0.9,0.7,0.4
1976-05-31,0.82,0.71,5.63,58.58,12.93,0.0,0.0,1.26,0.09,0.09,0.18,0.49,1.32,5.56,0.61,0.23,0.01
1976-06-30,0.39,0.34,0.33,6.27,1.38,0.0,0.0,0.47,0.03,0.03,0.04,0.23,0.61,1.05,0.16,0.04,0.0
1976-07-31,0.18,0.18,0.02,1.2,0.26,0.0,0.0,0.47,0.03,0.03,0.01,0.06,0.15,0.09,0.03,0.0,0.0
1976-08-31,0.3,0.32,0.2,3.46,0.76,0.0,0.0,0.77,0.05,0.05,0.02,0.09,0.24,0.67,0.08,0.0,0.0
1976-09-30,0.23,0.23,0.12,1.52,0.34,0.0,0.0,0.03,0.0,0.0,0.02,0.0,0.0,0.7,0.06,0.0,0.0
1976-10-31,0.69,0.26,0.02,1.77,0.39,-0.0,-0.0,0.0,0.0,0.0,0.01,0.16,0.44,0.59,0.1,0.0,0.0
1976-11-30,0.23,0.41,0.07,1.82,0.4,-0.0,-0.0,0.11,0.01,0.01,0.02,0.05,0.13,1.04,0.1,0.0,0.0
1976-12-31,0.2,0.38,0.02,1.49,0.33,-0.0,-0.0,0.13,0.01,0.01,0.02,0.04,0.11,1.0,0.09,0.0,0.0
1977-01-31,0.29,0.56,0.22,2.86,0.63,-0.0,-0.0,0.85,0.06,0.06,0.03,0.15,0.41,1.85,0.2,0.0,0.14
1977-02-28,0.34,0.58,0.44,4.25,0.94,0.0,0.0,1.12,0.08,0.08,0.05,0.16,0.44,2.06,0.22,0.0,0.2
1977-03-31,0.56,0.69,0.8,5.67,1.25,0.0,0.0,1.17,0.08,0.08,0.05,0.19,0.52,2.5,0.26,0.0,0.16
1977-04-30,0.38,0.45,3.86,30.07,6.64,-0.0,-0.0,1.0,0.07,0.07,0.04,0.18,0.48,1.9,0.21,0.0,0.02
1977-05-31,0.59,0.67,4.8,45.74,10.09,-0.0,-0.0,1.01,0.07,0.07,0.04,0.26,0.7,2.83,0.31,0.0,0.01
1977-06-30,0.15,0.29,1.74,28.05,6.19,-0.0,-0.0,0.3,0.02,0.02,0.01,0.05,0.13,0.68,0.07,-0.0,0.0
1977-07-31,0.13,0.09,0.05,0.27,0.06,-0.0,-0.0,0.97,0.07,0.07,0.0,0.0,0.0,0.01,0.0,-0.0,0.0
1977-08-31,0.12,0.03,0.01,0.62,0.14,-0.0,-0.0,0.64,0.04,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1977-09-30,0.11,0.04,0.01,0.42,0.09,-0.0,-0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1977-10-31,0.1,0.14,0.01,0.45,0.1,0.08,0.01,0.0,0.0,0.0,0.03,0.14,0.37,0.0,0.04,0.03,0.08
1977-11-30,0.25,0.32,0.05,1.66,0.37,0.32,0.02,0.08,0.01,0.01,0.07,0.1,0.27,0.77,0.1,0.08,0.21
1977-12-31,1.28,2.48,1.89,11.97,2.64,2.35,0.18,4.06,0.28,0.28,0.68,0.84,2.27,12.34,1.3,2.69,3.06
1978-01-31,10.15,13.43,1.2,23.14,5.11,14.73,1.1,59.52,4.17,4.17,5.42,2.69,7.26,93.42,8.75,22.87,18.28
1978-02-28,7.86,10.57,1.17,15.59,3.44,11.89,0.89,46.69,3.27,3.27,3.55,1.38,3.72,54.47,5.07,14.56,8.56
1978-03-31,15.02,19.61,5.71,35.12,7.75,25.11,1.88,54.2,3.79,3.79,5.3,3.3,8.9,89.68,8.62,22.57,9.96
1978-04-30,16.71,19.84,7.22,51.06,11.27,28.15,2.1,50.78,3.55,3.55,5.58,3.5,9.44,92.0,8.89,18.6,5.62
1978-05-31,8.6,9.4,23.31,112.98,24.94,41.18,3.08,12.81,0.9,0.9,1.63,2.44,6.58,46.0,4.55,3.81,0.44
1978-06-30,3.25,2.74,19.84,113.36,25.02,33.87,2.53,3.31,0.23,0.23,0.54,0.79,2.14,18.44,1.76,0.96,0.05
1978-07-31,1.09,1.25,3.05,28.71,6.34,6.05,0.45,1.07,0.07,0.07,0.16,0.08,0.22,4.73,0.42,0.2,0.01
1978-08-31,0.76,0.68,0.09,2.67,0.59,0.41,0.03,0.29,0.02,0.02,0.05,0.11,0.29,0.84,0.1,0.0,0.0
1978-09-30,0.86,0.8,0.83,6.26,1.38,1.69,0.13,1.33,0.09,0.09,0.13,0.09,0.24,1.98,0.2,0.07,0.0
1978-10-31,0.59,0.6,0.02,1.33,0.29,0.18,0.01,0.0,0.0,0.0,0.07,0.0,0.0,1.26,0.11,0.14,0.22
1978-11-30,0.83,0.76,0.1,2.52,0.56,0.0,0.0,0.89,0.06,0.06,0.11,0.06,0.16,2.31,0.21,0.42,0.46
1978-12-31,0.84,1.16,0.48,4.25,0.94,0.1,0.01,2.57,0.18,0.18,0.17,0.14,0.38,3.56,0.34,0.77,0.8
1979-01-31,3.77,4.78,3.49,15.29,3.37,8.53,0.64,28.79,2.02,2.02,1.51,0.56,1.51,27.67,2.51,6.88,5.72
1979-02-28,4.69,6.86,1.02,11.8,2.6,8.42,0.63,61.32,4.29,4.29,2.77,0.6,1.61,52.4,4.61,14.7,8.58
1979-03-31,11.26,14.69,3.59,27.32,6.03,17.01,1.27,62.04,4.34,4.34,4.65,2.15,5.82,75.67,7.1,19.39,9.12
1979-04-30,10.48,12.35,7.72,48.44,10.69,22.93,1.71,17.66,1.24,1.24,3.17,2.12,5.74,50.71,4.96,8.83,3.56
1979-05-31,10.47,10.52,20.17,139.85,30.87,35.33,2.64,7.91,0.55,0.55,2.12,2.75,7.42,49.68,4.98,4.15,1.21
1979-06-30,2.51,2.59,5.58,55.4,12.23,10.96,0.82,2.64,0.18,0.18,0.32,0.56,1.51,10.75,1.06,0.6,0.03
1979-07-31,1.19,1.25,0.27,7.14,1.58,0.78,0.06,1.68,0.12,0.12,0.11,0.2,0.53,2.94,0.3,0.14,0.01
1979-08-31,0.77,0.57,0.02,1.66,0.37,0.45,0.03,0.0,0.0,0.0,0.06,0.12,0.33,0.99,0.12,0.0,0.0
1979-09-30,0.44,0.39,0.0,0.29,0.06,0.11,0.01,0.12,0.01,0.01,0.06,0.09,0.25,0.72,0.09,0.0,0.0
1979-10-31,0.62,0.66,0.97,4.24,0.94,0.64,0.05,0.41,0.03,0.03,0.17,0.19,0.52,2.11,0.24,0.27,0.51
1979-11-30,0.99,1.25,1.74,7.0,1.55,0.84,0.06,2.5,0.18,0.18,0.25,0.27,0.74,4.69,0.48,0.97,1.11
1979-12-31,1.98,2.06,1.62,5.68,1.25,3.26,0.24,7.55,0.53,0.53,0.48,0.37,1.0,9.86,0.94,2.48,2.29
1980-01-31,22.23,28.63,14.69,70.59,15.58,56.57,4.23,86.99,6.09,6.09,10.14,5.9,15.93,163.32,15.7,44.09,31.23
1980-02-29,23.05,30.37,4.01,45.79,10.11,29.07,2.17,76.63,5.36,5.36,8.7,4.04,10.9,146.68,13.69,36.82,15.38
1980-03-31,13.63,16.95,2.64,34.46,7.61,14.96,1.12,33.8,2.37,2.37,4.72,2.06,5.57,79.02,7.35,16.69,4.53
1980-04-30,8.53,9.37,10.16,57.56,12.7,25.42,1.9,12.36,0.87,0.87,1.34,1.77,4.78,38.21,3.71,4.07,0.37
1980-05-31,6.94,5.61,15.4,104.2,23.0,32.59,2.44,5.1,0.36,0.36,1.01,1.61,4.35,29.36,2.92,2.46,0.24
1980-06-30,3.21,2.68,12.68,93.39,20.61,30.03,2.24,3.46,0.24,0.24,0.44,0.83,2.23,14.55,1.45,1.14,0.05
1980-07-31,1.44,1.54,3.33,38.82,8.57,8.68,0.65,3.26,0.23,0.23,0.23,0.4,1.09,5.64,0.59,0.59,0.01
1980-08-31,0.59,0.77,0.07,3.25,0.72,1.01,0.08,1.52,0.11,0.11,0.11,0.15,0.41,1.89,0.21,0.21,0.0
1980-09-30,0.41,0.59,0.02,0.82,0.18,0.42,0.03,1.49,0.1,0.1,0.1,0.13,0.34,1.25,0.15,0.15,0.0
1980-10-31,0.56,0.7,0.01,0.42,0.09,0.0,0.0,0.12,0.01,0.01,0.09,0.13,0.34,1.5,0.17,0.23,0.31
1980-11-30,0.59,0.7,0.02,1.69,0.37,0.0,0.0,0.64,0.04,0.04,0.11,0.16,0.44,2.06,0.22,0.4,0.45
1980-12-31,0.89,1.11,0.22,3.01,0.66,0.0,0.0,1.99,0.14,0.14,0.19,0.24,0.66,3.82,0.39,0.81,0.77
1981-01-31,2.02,2.57,0.41,6.18,1.36,1.35,0.1,18.55,1.3,1.3,0.81,0.37,1.0,14.14,1.31,2.78,2.32
1981-02-28,2.08,2.37,1.73,10.58,2.33,5.3,0.4,6.42,0.45,0.45,0.56,0.51,1.38,10.38,1.03,2.25,1.63
1981-03-31,4.51,6.12,1.86,16.2,3.58,7.16,0.54,24.48,1.71,1.71,2.47,1.28,3.45,43.67,4.09,8.52,4.26
1981-04-30,3.89,4.46,9.56,60.6,13.37,15.34,1.15,7.04,0.49,0.49,1.21,1.27,3.43,21.85,2.23,3.09,0.95
1981-05-31,2.23,1.84,9.01,87.76,19.37,6.08,0.45,1.71,0.12,0.12,0.39,0.86,2.33,11.48,1.21,0.74,0.09
1981-06-30,0.8,0.64,1.45,24.12,5.32,0.58,0.04,1.82,0.13,0.13,0.08,0.23,0.61,2.5,0.28,0.16,0.01
1981-07-31,0.47,0.18,0.03,0.18,0.04,0.05,0.0,0.95,0.07,0.07,0.03,0.16,0.44,0.3,0.08,0.04,0.0
1981-08-31,0.31,0.14,0.0,0.0,0.0,0.0,0.0,0.98,0.07,0.07,0.06,0.38,1.03,0.0,0.12,0.04,0.0
1981-09-30,0.22,0.13,0.0,0.0,0.0,0.0,0.0,0.15,0.01,0.01,0.01,0.05,0.12,0.0,0.01,0.0,0.0
1981-10-31,0.42,0.41,0.41,2.52,0.56,0.71,0.05,0.11,0.01,0.01,0.11,0.12,0.31,1.41,0.16,0.26,0.34
1981-11-30,2.74,2.92,7.81,28.44,6.28,12.65,0.95,11.18,0.78,0.78,1.69,1.17,3.15,33.19,3.15,7.39,7.64
1981-12-31,7.4,8.76,11.41,35.94,7.93,36.18,2.7,27.3,1.91,1.91,4.71,3.02,8.15,74.4,7.26,20.84,17.42
1982-01-31,11.02,15.32,2.43,23.17,5.11,18.63,1.39,91.48,6.4,6.4,7.17,2.44,6.6,129.16,11.69,36.07,22.91
1982-02-28,20.21,24.74,12.67,58.63,12.94,47.48,3.55,78.16,5.47,5.47,9.92,5.99,16.18,139.9,13.83,42.55,22.26
1982-03-31,18.8,23.35,3.83,51.54,11.38,27.07,2.02,96.88,6.78,6.78,8.51,3.48,9.4,153.1,14.03,38.92,14.22
1982-04-30,33.4,41.91,13.47,108.76,24.0,49.65,3.71,107.99,7.56,7.56,10.91,7.22,19.48,200.57,19.15,34.47,9.18
1982-05-31,13.19,14.84,24.07,145.47,32.11,52.74,3.94,13.15,0.92,0.92,2.21,3.37,9.09,64.89,6.4,5.19,0.5
1982-06-30,4.18,3.97,12.27,96.42,21.28,35.52,2.65,5.11,0.36,0.36,0.55,0.91,2.46,18.29,1.79,1.35,0.06
1982-07-31,2.29,2.34,2.18,34.93,7.71,9.26,0.69,3.12,0.22,0.22,0.27,0.38,1.02,6.41,0.65,0.44,0.02
1982-08-31,1.19,1.11,0.11,9.48,2.09,1.98,0.15,1.36,0.1,0.1,0.13,0.23,0.63,2.57,0.29,0.11,0.0
1982-09-30,1.12,1.14,0.74,9.23,2.04,3.08,0.23,1.7,0.12,0.12,0.26,0.23,0.62,3.65,0.38,0.15,0.0
1982-10-31,2.31,2.56,5.43,26.34,5.81,8.9,0.67,5.39,0.38,0.38,0.63,0.39,1.06,10.42,1.01,1.75,2.24
1982-11-30,5.58,6.68,2.08,20.24,4.47,14.14,1.06,35.3,2.47,2.47,2.13,1.03,2.77,44.79,4.08,10.59,10.11
1982-12-31,12.39,16.55,2.05,27.52,6.07,25.21,1.88,59.08,4.14,4.14,7.97,3.01,8.13,129.22,11.93,35.38,27.22
1983-01-31,13.75,18.03,1.8,22.31,4.92,18.55,1.39,90.97,6.37,6.37,7.14,2.51,6.77,132.59,11.98,37.35,23.65
