,I_DCC010,I_FRMDW,I_MFA036,I_RUB047,I_LRB004,I_HHOLE,I_LOONL,I_SFR006,I_GERLE,I_STMPY,I_PLC007,I_NLC003,I_SLC003,I_LNG012,I_RUB002,I_NMA003,I_MFA025,I_MFA023,I_MFA001,I_ALOHA,I_PYR001,I_CAPLS,I_SILVR,I_LKVLY,I_NNA013,I_NFA054,I_CYN009,I_NFA022,I_NFA016,I_SFA066,I_SFA076,I_SLF009,I_ALD004,I_ALD002,I_PLM001,I_UNVLY,I_ICEHS,I_SLV006,I_SLV015,I_BSH003,I_SFA040,I_RCK001,I_SFA030,I_WBR001,I_FOLSM,I_ECHOL
1932-10-31,0.04,0.17,0.08,0.3,0.06,0.23,0.08,0.03,0.04,0.06,0.03,0.0,0.0,0.06,0,0.26,1.61,0.28,0.89,0.05,0.08,0.0,0.0,0.0,0.0,0.59,0.0,0.38,0.03,0.17,0.1,0.11,0.01,0.0,0.01,0.33,0.04,0.42,0.59,0.13,0.96,0.45,2.15,0.09,0.0,0.31
1932-11-30,0.07,0.31,0.16,0.54,0.1,0.44,0.15,0.05,0.07,0.12,0.05,0.01,0.01,0.11,0,0.47,1.57,0.27,0.0,0.1,0.15,0.1,0.07,0.04,0.04,1.58,0.01,0.95,0.07,0.23,0.13,0.15,0.02,0.0,0.02,0.4,0.08,0.47,0.66,0.15,1.09,0.38,0.62,0.21,0.38,0.35
1932-12-31,0.13,0.56,0.25,0.65,0.25,1.1,0.19,0.11,0.16,0.13,0.05,0.01,0.02,0.21,0,0.75,2.44,0.42,0.0,0.12,0.19,0.15,0.02,0.03,0.03,2.43,0.02,1.52,0.11,0.31,0.18,0.21,0.02,0.0,0.03,0.66,0.14,0.58,0.81,0.18,1.59,0.51,1.95,0.34,2.47,0.37
1933-01-31,0.27,1.03,0.42,1.09,0.37,2.22,0.33,0.26,0.39,0.21,0.08,0.04,0.07,0.36,0,1.69,3.96,0.68,0.0,0.18,0.29,0.65,0.0,0.03,0.03,3.96,0.03,2.52,0.18,0.41,0.24,0.27,0.08,0.01,0.04,0.96,0.18,0.51,0.72,0.16,1.98,0.88,4.23,0.82,8.62,0.56
1933-02-28,0.32,1.13,0.53,1.05,0.29,2.24,0.32,0.32,0.48,0.25,0.1,0.04,0.07,0.44,0,1.63,4.44,0.77,0.0,0.16,0.25,0.3,0.0,0.03,0.03,5.93,0.04,3.8,0.27,0.56,0.33,0.38,0.13,0.02,0.12,0.99,0.17,0.76,1.07,0.24,2.97,0.99,3.19,1.0,7.28,0.43
1933-03-31,0.89,2.95,1.59,1.93,0.59,5.82,0.77,0.94,1.4,0.68,0.27,0.12,0.22,1.2,0,5.54,11.79,2.03,8.85,0.26,0.41,0.17,0.02,0.58,0.6,21.63,0.15,12.91,0.91,1.63,0.96,1.09,0.7,0.13,0.92,2.04,0.42,3.36,4.72,1.06,6.18,2.96,8.37,3.4,8.82,0.38
1933-04-30,3.5,13.22,9.52,7.27,2.0,23.86,2.94,4.66,6.96,3.89,1.54,0.72,1.3,0.69,0,34.22,0.0,0.0,0.0,0.94,1.5,0.96,3.14,1.63,1.68,36.88,0.25,20.73,1.47,7.54,4.43,5.06,2.62,0.47,0.7,17.16,4.4,4.14,5.81,1.31,0.75,4.91,0.0,5.99,0.0,0.68
1933-05-31,5.32,20.06,9.59,13.33,4.42,34.92,4.24,7.0,10.46,3.44,1.37,0.77,1.38,2.14,0,30.23,0.0,0.0,0.0,1.54,2.47,3.82,6.3,1.62,1.67,50.96,0.35,29.91,2.12,15.92,9.34,10.67,4.39,0.79,1.05,27.77,9.53,4.94,6.94,1.56,0.0,4.93,0.23,4.23,5.18,1.78
1933-06-30,5.38,21.2,4.12,24.75,7.39,40.53,3.57,4.67,6.98,1.4,0.56,0.35,0.63,1.8,0,11.35,6.37,1.1,0.0,3.75,6.02,10.61,9.02,2.1,2.16,40.41,0.27,22.08,1.56,20.28,11.9,13.6,2.17,0.39,0.15,28.03,14.64,2.72,3.82,0.86,0.0,2.49,13.64,0.65,0.0,4.4
1933-07-31,0.27,2.29,0.61,3.87,0.93,3.7,0.49,0.13,0.19,0.31,0.12,0.02,0.04,0.14,0,1.58,1.83,0.32,0.77,0.82,1.32,2.09,0.0,0.2,0.21,4.67,0.03,2.64,0.19,2.54,1.49,1.7,0.16,0.03,0.02,2.33,1.72,0.53,0.74,0.17,1.67,0.53,4.57,0.04,0.0,1.12
1933-08-31,0.03,0.44,0.21,0.49,0.11,0.46,0.14,0.0,0.0,0.11,0.04,0.0,0.01,0.04,0,0.57,0.97,0.17,1.06,0.13,0.2,0.22,0.0,0.09,0.09,1.75,0.01,0.97,0.07,0.4,0.23,0.27,0.01,0.0,0.01,0.39,0.12,0.37,0.52,0.12,0.0,0.25,3.01,0.02,0.0,0.4
1933-09-30,0.03,0.34,0.18,0.42,0.06,0.42,0.11,0.01,0.01,0.1,0.04,0.0,0.01,0.04,0,0.52,1.37,0.24,0.0,0.07,0.11,0.0,0.0,0.0,0.0,1.02,0.01,0.66,0.05,0.43,0.25,0.29,0.01,0.0,0.01,0.31,0.04,0.43,0.6,0.14,0.0,0.47,4.0,0.04,0.0,0.31
1933-10-31,0.25,1.02,0.45,1.48,0.49,1.89,0.43,0.2,0.3,0.24,0.09,0.02,0.04,0.09,0,1.36,0.96,0.17,0.66,0.27,0.43,0.58,0.17,0.0,0.0,2.79,0.02,1.81,0.13,0.44,0.26,0.29,0.05,0.01,0.05,1.76,0.34,0.37,0.52,0.12,0.1,0.68,2.78,0.21,0.0,0.53
1933-11-30,0.41,1.43,0.61,1.5,0.5,3.01,0.46,0.39,0.58,0.26,0.1,0.04,0.07,0.23,0,1.93,2.3,0.4,0.0,0.24,0.38,0.03,0.28,0.0,0.0,2.22,0.02,1.44,0.1,0.74,0.43,0.5,0.04,0.01,0.04,1.89,0.71,0.44,0.62,0.14,1.23,0.69,2.39,0.41,2.82,0.32
1933-12-31,1.0,3.25,1.82,2.34,0.72,6.54,0.91,1.06,1.58,0.67,0.27,0.12,0.22,0.89,0,5.99,13.33,2.3,0.0,0.32,0.51,0.72,0.18,0.0,0.0,14.25,0.1,9.28,0.66,1.51,0.89,1.01,0.71,0.13,0.31,4.16,0.92,1.45,2.04,0.46,3.61,2.19,8.58,1.95,6.52,0.59
1934-01-31,1.08,3.98,2.76,2.43,0.72,7.83,1.0,1.39,2.08,1.03,0.41,0.19,0.33,1.23,0,9.45,19.54,3.37,0.0,0.34,0.55,0.34,0.59,0.33,0.34,21.3,0.14,13.21,0.94,2.21,1.3,1.48,1.27,0.23,0.47,6.25,1.29,2.59,3.64,0.82,3.49,3.33,12.39,3.45,14.34,0.44
1934-02-28,1.24,4.71,3.41,2.56,0.88,8.54,1.03,1.7,2.54,1.14,0.45,0.22,0.39,1.31,0,11.08,19.92,3.43,0.0,0.33,0.52,0.51,0.97,0.18,0.18,21.84,0.15,13.86,0.98,2.89,1.7,1.94,1.53,0.27,0.72,8.16,1.67,2.99,4.2,0.94,3.52,3.09,12.15,3.59,14.44,0.51
1934-03-31,3.34,12.33,6.28,8.15,3.07,22.12,2.84,4.53,6.77,1.98,0.79,0.43,0.77,1.81,0,18.51,10.17,1.75,7.46,0.99,1.59,2.14,3.5,2.71,2.79,40.04,0.27,20.59,1.46,9.34,5.48,6.26,2.32,0.42,0.41,20.54,7.32,2.75,3.86,0.87,0.0,3.31,11.62,2.22,0.0,1.13
1934-04-30,3.02,11.01,2.28,11.31,4.04,20.65,2.28,2.82,4.21,0.64,0.26,0.18,0.33,1.34,0,6.48,13.79,2.38,0.0,1.58,2.53,4.55,4.83,0.0,0.0,23.64,0.16,15.4,1.09,9.25,5.43,6.2,1.22,0.22,0.09,15.05,6.9,1.12,1.57,0.35,0.0,1.42,16.64,0.41,0.0,2.06
1934-05-31,1.43,5.78,0.84,8.84,2.84,12.03,0.86,1.08,1.61,0.29,0.12,0.06,0.11,0.48,0,1.99,6.38,1.1,0.0,1.43,2.3,2.84,2.2,0.34,0.35,11.48,0.08,6.79,0.48,6.45,3.79,4.32,0.42,0.07,0.06,7.6,4.06,0.84,1.18,0.27,1.21,0.74,8.25,0.1,0.0,1.4
1934-06-30,0.45,2.57,0.49,4.64,1.32,4.73,0.47,0.29,0.43,0.21,0.08,0.02,0.04,0.18,0,1.17,3.59,0.62,0.0,0.91,1.45,0.92,0.55,0.12,0.12,4.56,0.03,2.73,0.19,3.26,1.91,2.19,0.23,0.04,0.04,3.9,2.38,0.33,0.46,0.1,3.31,0.47,2.32,0.04,0.0,0.67
1934-07-31,0.06,0.64,0.24,0.86,0.24,0.82,0.19,0.0,0.0,0.11,0.04,0.01,0.01,0.03,0,0.67,1.13,0.19,0.29,0.24,0.38,0.39,0.0,0.0,0.0,1.35,0.01,0.88,0.06,0.59,0.35,0.4,0.02,0.0,0.01,0.43,0.18,0.28,0.39,0.09,0.71,0.18,2.01,0.01,0.0,0.46
1934-08-31,0.01,0.13,0.07,0.17,0.04,0.15,0.05,0.0,0.0,0.03,0.01,0.0,0.0,0.04,0,0.18,2.23,0.38,0.0,0.04,0.07,0.0,0.0,0.7,0.72,1.89,0.01,0.0,0.0,0.15,0.09,0.1,0.01,0.0,0.01,0.16,0.02,0.32,0.45,0.1,0.0,0.24,3.13,0.01,0.0,0.31
1934-09-30,0.02,0.21,0.11,0.28,0.05,0.27,0.07,0.01,0.01,0.05,0.02,0.0,0.0,0.03,0,0.29,1.89,0.33,0.0,0.04,0.07,0.03,0.0,0.37,0.38,1.53,0.01,0.25,0.02,0.26,0.15,0.17,0.01,0.0,0.01,0.17,0.03,0.22,0.31,0.07,0.35,0.31,2.9,0.03,0.0,0.32
1934-10-31,0.09,0.41,0.21,0.64,0.1,0.58,0.19,0.06,0.09,0.18,0.07,0.01,0.01,0.04,0,0.69,0.92,0.16,0.0,0.11,0.17,0.26,0.0,0.38,0.39,2.01,0.01,0.54,0.04,0.31,0.18,0.21,0.01,0.0,0.02,0.44,0.15,0.33,0.46,0.1,0.54,0.58,1.39,0.14,0.0,0.41
1934-11-30,0.62,2.53,1.13,2.75,0.77,4.85,0.82,0.55,0.82,0.71,0.28,0.09,0.16,0.32,0,4.25,2.5,0.43,0.0,0.45,0.73,0.33,0.66,0.52,0.54,8.35,0.06,4.37,0.31,1.48,0.87,0.99,0.11,0.02,0.11,3.27,1.43,1.12,1.57,0.35,2.17,1.95,3.25,1.31,0.0,0.44
1934-12-31,0.65,2.36,1.14,2.05,0.48,4.6,0.64,0.65,0.97,0.6,0.24,0.09,0.17,0.35,0,3.88,1.66,0.29,0.0,0.3,0.47,0.35,0.58,0.03,0.03,7.76,0.05,5.01,0.35,1.12,0.66,0.75,0.26,0.05,0.08,3.31,0.8,1.73,2.43,0.55,0.0,1.31,1.1,1.31,1.24,0.45
1935-01-31,1.03,3.5,1.96,2.08,0.6,6.52,0.84,1.11,1.66,0.96,0.38,0.17,0.31,1.51,0,6.97,24.38,4.2,0.0,0.26,0.42,0.55,0.66,0.03,0.03,22.2,0.15,14.41,1.02,1.55,0.91,1.04,0.46,0.08,0.39,3.2,0.74,1.73,2.43,0.55,4.72,3.88,16.61,5.5,9.43,0.52
1935-02-28,1.39,4.92,3.21,2.96,0.54,8.86,1.15,1.65,2.46,1.56,0.62,0.29,0.52,1.07,0,12.41,6.89,1.19,10.27,0.36,0.58,0.35,0.78,0.03,0.03,23.36,0.16,15.16,1.07,2.64,1.55,1.77,1.07,0.19,0.87,5.55,0.67,3.41,4.79,1.08,3.5,3.87,4.03,5.81,1.98,0.45
1935-03-31,1.63,6.3,4.56,3.15,0.7,11.55,1.37,2.18,3.26,2.27,0.9,0.41,0.74,1.51,0,18.47,11.65,2.01,5.12,0.42,0.67,0.71,1.11,0.52,0.54,29.98,0.2,18.48,1.31,3.42,2.01,2.29,1.19,0.21,0.87,6.76,1.11,3.9,5.48,1.23,4.91,5.58,10.94,9.43,21.7,0.58
1935-04-30,6.76,26.85,18.42,12.75,3.52,44.3,5.16,9.82,14.67,7.93,3.15,1.62,2.92,6.06,0,68.29,49.1,8.46,65.65,1.43,2.3,2.61,5.31,2.95,3.03,123.15,0.84,74.26,5.26,19.36,11.36,12.98,9.85,1.77,4.55,54.3,9.1,10.71,15.04,3.38,37.15,17.38,1.48,27.36,5.71,1.32
1935-05-31,9.0,34.43,10.94,26.91,7.2,59.1,6.37,10.0,14.94,4.09,1.62,1.03,1.85,4.98,0,33.37,37.56,6.47,24.88,3.3,5.29,9.36,11.15,2.3,2.36,86.97,0.59,52.01,3.68,31.66,18.58,21.23,7.7,1.38,0.71,61.32,23.67,3.71,5.21,1.17,16.91,7.44,6.76,4.98,0.0,3.91
1935-06-30,4.32,18.68,3.48,23.45,5.6,36.22,2.53,3.46,5.17,1.42,0.56,0.29,0.53,1.77,0,8.78,23.47,4.04,7.26,3.54,5.68,11.05,9.3,1.05,1.08,39.73,0.27,23.75,1.68,19.63,11.52,13.16,1.7,0.3,0.09,32.29,15.89,1.11,1.56,0.35,5.32,3.15,16.06,0.75,0.0,4.57
1935-07-31,0.35,3.06,0.85,4.7,0.96,4.91,0.59,0.18,0.27,0.48,0.19,0.04,0.07,0.25,0,2.38,8.48,1.46,0.0,0.99,1.58,2.64,0.19,0.51,0.53,6.48,0.04,3.19,0.23,3.51,2.06,2.35,0.22,0.04,0.03,3.81,2.83,1.04,1.46,0.33,1.51,1.26,11.43,0.12,0.0,1.33
1935-08-31,0.11,1.38,0.71,1.45,0.23,1.55,0.41,0.0,0.0,0.43,0.17,0.02,0.03,0.05,0,2.14,0.0,0.0,0.0,0.3,0.48,0.63,0.0,0.0,0.0,1.68,0.01,1.09,0.08,1.43,0.84,0.96,0.02,0.0,0.01,0.49,0.31,0.68,0.95,0.21,0.33,0.84,3.47,0.07,0.0,0.55
1935-09-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0,0.0,5.04,0.87,0.0,0.0,0.0,0.0,0.0,0.19,0.19,1.65,0.01,0.7,0.05,0.0,0.0,0.0,0.01,0.0,0.01,0.26,0.06,0.46,0.65,0.15,0.0,0.7,6.14,0.11,0.0,0.31
1935-10-31,0.12,0.57,0.31,0.87,0.13,0.8,0.25,0.09,0.13,0.27,0.11,0.01,0.02,0.09,0,1.0,2.52,0.43,0.0,0.14,0.23,0.22,0.0,0.0,0.0,1.69,0.01,1.1,0.08,0.5,0.29,0.34,0.02,0.0,0.02,0.7,0.27,0.53,0.74,0.17,0.98,1.2,3.33,0.3,0.0,0.4
1935-11-30,0.15,0.76,0.41,1.07,0.21,1.13,0.31,0.11,0.16,0.33,0.13,0.01,0.03,0.22,0,1.24,3.68,0.63,0.0,0.18,0.28,0.0,0.0,0.0,0.0,2.41,0.02,1.56,0.11,0.74,0.43,0.5,0.04,0.01,0.03,1.41,0.42,0.44,0.62,0.14,1.1,1.02,3.17,0.71,2.03,0.31
1935-12-31,0.27,1.09,0.48,1.02,0.3,2.2,0.31,0.25,0.37,0.28,0.11,0.04,0.07,0.29,0,1.78,2.78,0.48,0.0,0.17,0.28,0.46,0.08,0.03,0.03,4.13,0.03,2.63,0.19,0.52,0.31,0.35,0.05,0.01,0.04,1.59,0.49,0.47,0.66,0.15,1.72,1.09,1.79,0.91,3.42,0.49
1936-01-31,1.42,5.24,2.52,4.35,1.04,10.14,1.38,1.43,2.14,1.39,0.55,0.22,0.4,4.6,0,9.04,65.58,11.3,37.13,0.62,0.99,0.69,0.53,0.43,0.44,59.87,0.41,38.13,2.7,2.95,1.73,1.98,2.1,0.38,1.45,13.62,2.4,7.97,11.19,2.52,10.45,10.66,28.26,14.94,27.17,0.58
1936-02-29,2.68,9.36,5.73,5.45,1.12,16.76,2.16,3.04,4.54,2.89,1.15,0.54,0.97,8.36,0,22.57,109.88,18.94,52.22,0.66,1.06,0.88,0.89,1.32,1.35,104.34,0.71,65.31,4.62,5.03,2.95,3.37,4.15,0.74,3.81,16.81,2.59,13.6,19.09,4.29,37.96,20.59,44.91,35.95,102.5,0.65
1936-03-31,4.59,18.25,13.94,8.54,1.83,31.07,3.57,6.32,9.44,6.86,2.72,1.27,2.29,2.3,0,55.41,0.0,0.0,16.51,1.03,1.66,0.6,2.34,1.53,1.57,58.89,0.4,35.27,2.5,11.61,6.81,7.78,5.85,1.05,1.91,24.6,5.53,9.17,12.87,2.9,5.86,9.01,4.66,16.4,14.35,0.54
1936-04-30,9.07,36.06,22.13,17.74,4.58,58.35,6.78,13.17,19.67,9.63,3.82,2.08,3.75,2.82,0,82.89,0.0,0.0,0.0,1.97,3.15,4.55,7.96,2.37,2.44,89.67,0.61,53.63,3.8,28.02,16.45,18.79,8.33,1.49,1.73,51.76,15.17,9.92,13.93,3.13,7.56,9.72,0.0,8.91,0.0,2.06
1936-05-31,10.59,40.86,11.43,32.69,7.94,70.05,7.18,11.14,16.64,4.33,1.72,1.13,2.04,3.04,0,32.38,0.0,0.0,0.0,4.0,6.42,12.31,13.53,2.06,2.11,77.87,0.53,46.56,3.3,38.85,22.8,26.05,5.07,0.91,0.29,59.32,27.24,4.67,6.56,1.47,0.0,5.1,0.0,2.53,0.0,5.05
1936-06-30,4.45,19.99,3.59,25.71,5.55,39.4,2.43,3.41,5.09,1.57,0.62,0.3,0.54,1.37,0,9.37,10.17,1.75,16.14,3.85,6.17,10.51,9.16,1.03,1.06,38.95,0.26,23.3,1.65,23.55,13.82,15.79,2.41,0.43,0.32,34.29,17.08,4.14,5.81,1.31,0.0,3.32,1.76,0.64,0.0,4.36
1936-07-31,0.5,4.54,1.36,6.51,1.21,7.08,0.88,0.23,0.34,0.81,0.32,0.06,0.1,0.28,0,3.85,4.44,0.77,0.0,1.35,2.16,3.56,0.51,0.26,0.27,7.97,0.05,4.67,0.33,5.24,3.08,3.51,0.38,0.07,0.05,5.15,4.0,1.53,2.15,0.48,0.69,1.75,8.16,0.17,0.0,1.68
1936-08-31,0.08,1.0,0.52,1.01,0.15,1.1,0.29,0.0,0.0,0.33,0.13,0.01,0.02,0.08,0,1.62,1.65,0.28,0.0,0.22,0.35,0.54,0.0,0.29,0.29,2.97,0.02,1.35,0.1,1.0,0.59,0.67,0.03,0.01,0.02,0.66,0.43,0.86,1.21,0.27,0.44,1.04,3.71,0.09,0.0,0.52
1936-09-30,0.04,0.45,0.25,0.48,0.05,0.55,0.13,0.01,0.01,0.16,0.06,0.01,0.01,0.06,0,0.8,2.74,0.47,0.0,0.06,0.1,0.03,0.0,0.35,0.36,2.21,0.02,0.73,0.05,0.59,0.35,0.4,0.01,0.0,0.02,0.39,0.1,0.72,1.01,0.23,0.26,0.92,4.39,0.15,0.0,0.32
1936-10-31,0.05,0.24,0.14,0.39,0.06,0.35,0.11,0.04,0.06,0.11,0.04,0.0,0.01,0.05,0,0.41,1.94,0.33,0.72,0.07,0.11,0.0,0.0,0.11,0.12,1.77,0.01,0.92,0.07,0.25,0.15,0.17,0.02,0.0,0.02,0.36,0.05,0.58,0.81,0.18,0.6,0.56,1.0,0.13,0.0,0.31
1936-11-30,0.07,0.33,0.17,0.53,0.09,0.45,0.15,0.05,0.07,0.14,0.06,0.01,0.01,0.06,0,0.55,2.77,0.48,0.0,0.09,0.14,0.0,0.0,0.0,0.0,1.68,0.01,1.1,0.08,0.34,0.2,0.23,0.02,0.0,0.02,0.46,0.08,0.56,0.79,0.18,1.14,0.56,1.39,0.24,0.0,0.31
1936-12-31,0.25,1.07,0.5,1.22,0.36,2.0,0.36,0.21,0.31,0.31,0.12,0.03,0.05,0.18,0,1.63,0.41,0.07,0.0,0.21,0.34,0.43,0.0,0.0,0.0,2.5,0.02,1.63,0.12,0.63,0.37,0.42,0.05,0.01,0.05,1.0,0.22,0.76,1.07,0.24,1.28,0.72,0.0,0.53,0.0,0.48
1937-01-31,0.31,1.2,0.51,1.17,0.36,2.5,0.36,0.3,0.45,0.28,0.11,0.05,0.09,0.35,0,2.17,5.98,1.03,0.0,0.18,0.29,0.65,0.01,0.03,0.03,4.4,0.03,2.81,0.2,0.56,0.33,0.38,0.08,0.01,0.04,0.5,0.18,0.57,0.8,0.18,2.82,1.11,4.12,1.03,4.75,0.56
1937-02-28,1.67,5.8,3.07,4.05,1.06,11.03,1.46,1.75,2.61,1.52,0.6,0.26,0.47,3.48,0,10.83,59.99,10.34,0.0,0.55,0.88,0.46,0.41,0.28,0.28,38.45,0.26,24.5,1.73,3.16,1.85,2.12,1.87,0.34,0.88,5.0,1.33,4.56,6.4,1.44,10.99,8.43,27.94,12.06,55.81,0.49
1937-03-31,2.32,8.59,5.94,4.78,0.99,15.63,1.95,2.93,4.38,2.88,1.14,0.53,0.95,3.4,0,23.28,46.21,7.96,0.0,0.61,0.98,0.32,1.25,0.43,0.44,49.6,0.34,31.44,2.23,4.94,2.9,3.31,3.18,0.57,1.7,9.84,1.72,5.2,7.3,1.64,19.16,10.15,20.01,15.89,62.49,0.43
1937-04-30,5.33,21.26,15.68,9.52,2.65,35.63,4.13,7.78,11.62,6.75,2.68,1.34,2.41,2.83,0,58.73,0.0,0.0,37.08,1.14,1.83,1.35,3.66,2.12,2.18,78.17,0.53,46.65,3.3,14.56,8.55,9.76,6.56,1.18,2.67,29.75,5.95,8.61,12.09,2.72,25.75,9.24,0.0,14.21,0.0,0.83
1937-05-31,11.0,41.98,13.65,33.23,9.04,72.34,7.86,12.38,18.49,5.19,2.06,1.28,2.31,4.26,0,41.87,3.31,0.57,27.94,4.06,6.52,11.89,14.65,2.38,2.44,89.85,0.61,53.73,3.8,37.84,22.21,25.37,7.71,1.38,0.83,63.57,24.78,5.6,7.86,1.77,18.86,7.22,0.0,4.4,0.0,4.89
1937-06-30,2.95,13.62,2.45,18.67,4.45,26.9,1.73,2.18,3.26,1.04,0.41,0.19,0.34,0.83,0,6.22,6.61,1.14,2.88,2.92,4.69,9.43,7.37,0.73,0.75,27.23,0.19,16.26,1.15,14.34,8.42,9.61,1.17,0.21,0.12,18.86,9.1,2.29,3.21,0.72,4.42,2.07,3.57,0.37,0.0,3.94
1937-07-31,0.28,2.67,0.85,3.84,0.8,4.01,0.57,0.11,0.16,0.48,0.19,0.03,0.06,0.17,0,2.38,4.63,0.8,0.0,0.89,1.43,2.55,0.07,0.0,0.0,5.75,0.04,3.75,0.27,2.72,1.6,1.82,0.15,0.03,0.03,2.81,1.78,1.2,1.68,0.38,1.89,1.0,5.05,0.08,0.0,1.29
