,I_BVC007,I_SFS033,I_PCRST,I_SFS030,I_NFS033,I_MIL003,I_ANG017,I_RLIEF,I_MFS047,I_CFS001,I_DONLL,I_MFS022,I_LYONS,I_SPICE,I_NFS009,I_NFS005,I_BEARD,I_MFS013,I_TULOC,I_STS059,I_STS072
1982-03-31,11.02,2.67,4.0,1.13,5.94,4.59,2.26,2.28,1.8,8.26,31.44,8.87,4.99,7.57,30.36,1.71,4.54,1.43,14.56,3.08,101.01
1982-04-30,13.26,9.36,14.05,1.98,18.32,5.52,2.72,9.27,7.28,20.67,67.85,19.14,8.74,26.29,70.64,3.98,11.58,3.66,16.23,3.43,99.93
1982-05-31,8.38,17.08,25.62,0.54,34.17,3.49,1.72,22.36,17.57,51.98,88.84,25.06,2.39,44.45,71.13,4.0,12.13,3.83,1.98,0.42,6.28
1982-06-30,2.9,13.54,20.3,0.27,16.42,1.21,0.59,20.75,16.31,50.69,44.95,12.68,1.17,27.23,25.31,1.42,6.43,2.03,0.77,0.16,0.0
1982-07-31,1.38,4.31,6.47,0.24,3.54,0.57,0.28,16.05,12.61,29.35,19.15,5.4,1.06,10.08,5.56,0.31,4.15,1.31,0.47,0.1,0.0
1982-08-31,0.42,0.4,0.61,0.06,0.11,0.17,0.09,6.27,4.93,7.32,5.82,1.64,0.25,1.06,2.01,0.11,1.79,0.56,0.2,0.04,0.0
1982-09-30,1.47,1.42,2.13,0.06,0.0,0.61,0.3,5.55,4.36,5.34,4.81,1.36,0.24,0.24,0.49,0.03,1.7,0.54,0.26,0.05,4.06
1982-10-31,4.4,3.83,5.75,0.16,9.11,1.83,0.9,6.16,4.84,7.81,13.86,3.91,0.71,11.3,18.05,1.02,2.26,0.71,0.81,0.17,0.0
1982-11-30,5.67,1.94,2.92,0.43,4.36,2.36,1.16,2.15,1.69,7.0,14.21,4.01,1.88,5.6,11.96,0.67,3.12,0.98,5.31,1.12,41.6
1982-12-31,7.81,1.73,2.6,1.01,2.46,3.25,1.6,1.82,1.43,5.52,18.01,5.08,4.43,4.38,17.39,0.98,4.33,1.37,8.88,1.88,63.83
1983-01-31,9.12,1.66,2.48,0.94,2.37,3.8,1.87,2.07,1.62,5.2,15.56,4.39,4.13,3.89,16.85,0.95,5.82,1.84,13.67,2.89,81.21
1983-02-28,12.65,1.54,2.32,1.61,2.87,5.27,2.59,1.36,1.07,4.63,17.95,5.06,7.11,4.13,24.38,1.37,9.8,3.09,15.04,3.18,117.85
1983-03-31,20.25,2.7,4.05,2.48,3.91,8.43,4.15,1.96,1.54,7.52,38.48,10.85,10.92,6.57,48.05,2.71,17.16,5.42,26.36,5.58,183.12
1983-04-30,7.75,2.41,3.62,1.04,5.0,3.23,1.59,1.89,1.48,7.84,27.51,7.76,4.57,7.3,32.13,1.81,11.93,3.77,7.29,1.54,72.93
1983-05-31,14.16,13.81,20.71,0.94,32.73,5.9,2.9,15.8,12.42,40.16,103.48,29.19,4.12,41.43,93.96,5.29,20.26,6.4,4.98,1.05,41.56
1983-06-30,10.87,25.44,38.15,0.04,50.82,4.53,2.23,32.21,25.31,79.14,135.38,38.18,0.18,65.35,99.67,5.61,15.65,4.94,1.39,0.29,0.0
1983-07-31,3.42,16.97,25.45,0.06,19.01,1.42,0.7,23.55,18.5,53.03,50.56,14.26,0.29,29.08,27.37,1.54,0.0,0.0,0.78,0.16,3.83
1983-08-31,1.51,3.05,4.57,0.09,2.17,0.63,0.31,11.46,9.0,18.34,12.37,3.49,0.38,4.46,1.72,0.1,1.35,0.43,0.38,0.08,2.62
1983-09-30,1.19,1.01,1.52,0.06,1.48,0.5,0.24,4.41,3.46,6.29,4.83,1.36,0.25,2.81,3.83,0.22,0.43,0.13,0.34,0.07,0.0
1983-10-31,1.06,0.72,1.08,0.07,1.64,0.44,0.22,2.61,2.05,4.21,3.75,1.06,0.33,1.69,1.52,0.09,0.9,0.28,0.42,0.09,0.0
1983-11-30,11.12,5.07,7.61,0.63,10.85,4.63,2.28,4.46,3.5,8.69,32.84,9.26,2.76,13.67,48.83,2.75,6.08,1.92,7.83,1.66,45.01
1983-12-31,7.98,3.9,5.85,1.39,7.67,3.32,1.63,2.56,2.01,8.76,40.92,11.54,6.11,11.07,54.89,3.09,10.03,3.17,12.49,2.64,0.0
1984-01-31,7.47,2.26,3.39,0.48,4.49,3.11,1.53,3.11,2.44,8.12,23.19,6.54,2.11,6.54,16.88,0.95,6.59,2.08,3.01,0.64,38.31
1984-02-29,3.79,1.69,2.53,0.42,3.28,1.58,0.78,1.27,1.0,5.57,14.02,3.95,1.87,4.71,10.33,0.58,5.15,1.63,3.76,0.8,28.96
1984-03-31,5.02,3.09,4.64,0.5,7.85,2.09,1.03,2.87,2.26,9.04,23.48,6.62,2.19,9.05,24.83,1.4,6.85,2.16,3.51,0.74,19.47
1984-04-30,3.66,4.72,7.08,0.28,12.08,1.52,0.75,5.66,4.44,15.98,28.54,8.05,1.26,12.19,28.86,1.62,6.47,2.04,1.58,0.33,12.98
1984-05-31,5.18,16.67,25.01,0.16,26.62,2.16,1.06,19.28,15.14,47.93,54.69,15.43,0.68,35.79,29.07,1.64,6.06,1.91,0.9,0.19,0.0
1984-06-30,1.77,8.03,12.04,0.21,8.43,0.74,0.36,14.52,11.41,36.48,23.35,6.59,0.92,16.0,11.48,0.65,2.93,0.92,0.49,0.1,0.0
1984-07-31,0.89,1.15,1.72,0.06,1.14,0.37,0.18,7.74,6.09,11.99,8.05,2.27,0.26,2.07,2.01,0.11,1.35,0.43,0.25,0.05,0.0
1984-08-31,0.43,0.08,0.12,0.04,0.12,0.18,0.09,2.25,1.77,3.62,2.74,0.77,0.15,0.44,0.64,0.04,1.0,0.32,0.1,0.02,0.0
1984-09-30,0.0,0.02,0.03,0.01,0.09,0.0,0.0,2.85,2.24,2.04,1.53,0.43,0.05,0.0,0.0,0.0,1.78,0.56,0.0,0.0,0.0
1984-10-31,0.49,0.42,0.64,0.02,0.53,0.2,0.1,0.0,0.0,2.42,1.93,0.55,0.07,0.2,1.04,0.06,0.24,0.08,0.21,0.04,0.0
1984-11-30,2.39,1.17,1.76,0.19,2.04,1.0,0.49,1.65,1.29,2.85,4.71,1.33,0.86,1.53,4.6,0.26,7.4,2.34,1.27,0.27,6.69
1984-12-31,1.56,0.58,0.88,0.11,1.73,0.65,0.32,0.85,0.67,2.25,5.19,1.46,0.51,1.29,3.55,0.2,5.07,1.6,1.1,0.23,0.0
1985-01-31,1.32,0.6,0.9,0.1,0.85,0.55,0.27,0.81,0.64,4.03,2.51,0.71,0.46,1.49,3.71,0.21,1.28,0.4,0.82,0.17,3.93
1985-02-28,2.54,0.82,1.23,0.0,3.2,1.06,0.52,0.88,0.69,3.07,4.68,1.32,0.02,2.65,5.5,0.31,0.91,0.29,2.62,0.55,17.11
1985-03-31,4.14,1.37,2.06,0.17,4.12,1.72,0.85,1.91,1.5,4.02,10.24,2.89,0.77,4.52,10.56,0.59,1.76,0.56,3.6,0.76,22.68
1985-04-30,6.92,7.31,10.97,0.33,16.5,2.88,1.42,6.96,5.47,17.02,42.16,11.89,1.44,23.82,37.13,2.09,4.68,1.48,1.18,0.25,18.35
1985-05-31,2.81,9.72,14.59,0.04,12.93,1.17,0.58,12.27,9.64,25.63,31.64,8.92,0.17,20.7,22.13,1.25,2.03,0.64,0.38,0.08,0.0
1985-06-30,0.81,2.44,3.67,0.08,2.08,0.34,0.17,8.15,6.4,11.63,11.02,3.11,0.37,5.23,3.38,0.19,0.76,0.24,0.29,0.06,0.0
1985-07-31,0.15,0.12,0.19,0.05,0.25,0.06,0.03,1.88,1.47,2.95,2.79,0.79,0.24,0.88,0.97,0.05,1.49,0.47,0.22,0.05,0.0
1985-08-31,0.0,0.02,0.04,0.03,0.1,0.0,0.0,0.91,0.71,1.59,1.6,0.45,0.14,0.24,0.48,0.03,0.62,0.2,0.21,0.04,0.0
1985-09-30,0.11,0.29,0.44,0.02,0.31,0.05,0.02,0.61,0.48,1.81,0.92,0.26,0.07,0.65,1.02,0.06,1.87,0.59,0.14,0.03,0.0
1985-10-31,0.0,0.64,0.96,0.01,0.32,0.0,0.0,2.41,1.89,2.08,2.38,0.67,0.06,0.36,0.92,0.05,0.83,0.26,0.15,0.03,0.0
1985-11-30,1.91,0.43,0.65,0.11,1.05,0.8,0.39,0.95,0.75,1.92,1.39,0.39,0.48,0.0,0.16,0.01,1.9,0.6,0.57,0.12,22.38
1985-12-31,2.19,1.09,1.63,0.25,1.87,0.91,0.45,1.31,1.03,2.57,6.2,1.75,1.09,1.05,6.81,0.38,2.26,0.71,0.81,0.17,9.32
1986-01-31,4.72,2.2,3.29,0.26,5.57,1.97,0.97,1.97,1.55,3.71,16.56,4.67,1.15,7.82,21.37,1.2,3.56,1.12,1.87,0.4,18.59
1986-02-28,27.15,5.19,7.79,2.21,11.43,11.3,5.56,3.15,2.47,8.5,70.73,19.95,9.75,17.25,84.99,4.79,13.39,4.23,27.9,5.9,196.67
1986-03-31,13.46,6.48,9.72,1.44,16.43,5.6,2.76,5.11,4.01,17.75,63.81,18.0,6.33,23.0,66.56,3.75,10.03,3.17,12.43,2.63,64.39
1986-04-30,5.58,6.62,9.93,0.65,17.53,2.32,1.14,9.67,7.6,21.23,45.64,12.87,2.86,23.08,31.96,1.8,4.71,1.49,1.89,0.4,46.17
1986-05-31,5.34,12.76,19.14,1.01,25.35,2.22,1.09,17.62,13.84,42.65,61.78,17.43,4.47,38.78,33.09,1.86,1.16,0.36,0.96,0.2,1.33
1986-06-30,2.52,10.98,16.47,0.79,12.37,1.05,0.52,20.24,15.91,46.02,37.63,10.61,3.49,27.25,8.75,0.49,0.0,0.0,0.38,0.08,1.85
1986-07-31,0.73,1.9,2.85,0.12,1.36,0.3,0.15,9.52,7.48,13.51,9.18,2.59,0.51,4.38,0.79,0.04,0.0,0.0,0.15,0.03,3.25
1986-08-31,0.46,0.15,0.22,0.04,0.06,0.19,0.09,3.39,2.66,3.87,3.13,0.88,0.18,2.63,0.4,0.02,0.0,0.0,0.08,0.02,0.06
1986-09-30,1.0,0.11,0.17,0.06,0.23,0.42,0.2,1.56,1.23,2.43,0.93,0.26,0.29,0.19,0.0,0.0,0.09,0.03,0.08,0.02,12.05
1986-10-31,0.69,0.09,0.14,0.03,0.13,0.29,0.14,1.01,0.8,2.38,0.3,0.08,0.16,0.0,0.0,0.0,-0.0,-0.0,0.11,0.02,1.99
1986-11-30,0.16,0.0,0.0,0.0,0.01,0.07,0.03,0.52,0.41,1.8,1.48,0.42,0.02,0.0,0.0,0.0,-0.0,-0.0,0.12,0.03,0.0
1986-12-31,0.44,0.06,0.08,0.01,0.0,0.18,0.09,0.43,0.34,1.67,0.84,0.24,0.05,0.0,0.0,0.0,-0.0,-0.0,0.21,0.05,2.24
1987-01-31,0.65,0.15,0.23,0.03,0.24,0.27,0.13,0.38,0.3,1.49,1.22,0.34,0.12,0.31,0.2,0.01,0.0,0.0,0.39,0.08,6.01
1987-02-28,1.5,0.42,0.63,0.1,0.88,0.62,0.31,0.48,0.38,1.64,2.65,0.75,0.43,2.33,0.36,0.02,0.0,0.0,1.2,0.25,15.25
1987-03-31,3.17,0.98,1.47,0.22,2.43,1.32,0.65,0.91,0.71,2.47,6.21,1.75,0.95,3.28,5.72,0.32,0.0,0.0,2.72,0.58,25.42
1987-04-30,3.94,5.9,8.85,0.07,12.55,1.64,0.81,5.68,4.46,10.49,18.72,5.28,0.31,16.29,19.06,1.07,0.0,0.0,0.44,0.09,3.43
1987-05-31,1.74,5.96,8.94,0.12,5.83,0.72,0.36,10.57,8.31,15.29,15.09,4.26,0.54,11.04,6.74,0.38,0.0,0.0,0.1,0.02,5.05
1987-06-30,0.33,0.83,1.25,0.05,0.86,0.14,0.07,4.9,3.85,5.55,4.83,1.36,0.21,2.08,0.35,0.02,-0.0,-0.0,0.0,0.0,0.72
1987-07-31,0.15,0.08,0.12,0.01,0.18,0.06,0.03,1.56,1.23,1.83,0.0,0.0,0.04,1.46,0.13,0.01,-0.0,-0.0,0.0,0.0,4.61
1987-08-31,0.14,0.07,0.1,0.0,0.0,0.06,0.03,1.06,0.83,1.09,0.0,0.0,0.0,0.56,0.13,0.01,-0.0,-0.0,0.05,0.01,1.42
1987-09-30,0.18,0.12,0.18,0.02,0.0,0.07,0.04,0.31,0.25,0.96,1.16,0.33,0.06,0.0,0.0,0.0,-0.0,-0.0,0.05,0.01,0.0
1987-10-31,0.12,0.03,0.04,0.03,0.09,0.05,0.02,0.43,0.34,1.08,0.76,0.22,0.14,0.0,0.0,0.0,0.08,0.03,0.02,0.0,0.0
1987-11-30,0.57,0.36,0.54,0.01,0.24,0.24,0.12,1.37,1.07,1.39,1.1,0.31,0.03,0.0,0.0,0.0,0.0,0.0,0.02,0.0,2.42
1987-12-31,0.66,0.46,0.7,0.08,1.21,0.27,0.14,0.39,0.31,1.78,1.81,0.51,0.33,0.4,1.06,0.06,0.03,0.01,0.11,0.02,1.65
1988-01-31,1.36,0.73,1.09,0.16,1.6,0.57,0.28,1.24,0.98,1.76,3.57,1.01,0.71,0.84,2.65,0.15,0.05,0.02,0.71,0.15,6.81
1988-02-29,1.87,1.03,1.54,0.08,2.18,0.78,0.38,0.84,0.66,2.16,4.79,1.35,0.34,1.92,4.57,0.26,0.04,0.01,0.23,0.05,11.23
1988-03-31,3.19,2.53,3.79,0.07,5.6,1.33,0.65,1.66,1.3,4.29,10.77,3.04,0.32,7.93,12.14,0.68,0.0,0.0,0.43,0.09,7.08
1988-04-30,2.95,4.21,6.31,0.05,8.17,1.23,0.6,4.35,3.42,7.26,14.03,3.96,0.23,12.03,14.62,0.82,0.08,0.02,0.43,0.09,11.02
1988-05-31,1.6,5.32,7.98,0.07,5.58,0.67,0.33,8.18,6.42,12.56,13.04,3.68,0.31,10.34,8.01,0.45,0.05,0.01,0.12,0.03,4.2
1988-06-30,0.48,1.89,2.84,0.05,1.26,0.2,0.1,5.95,4.68,7.57,6.47,1.83,0.2,3.15,1.67,0.09,0.0,0.0,0.05,0.01,3.08
1988-07-31,0.17,0.19,0.29,0.02,0.14,0.07,0.03,2.11,1.65,2.04,0.0,0.0,0.09,1.73,0.55,0.03,0.05,0.02,0.15,0.03,3.66
1988-08-31,0.16,0.06,0.09,0.0,0.0,0.07,0.03,0.22,0.17,1.14,0.0,0.0,0.0,0.31,0.0,0.0,0.0,0.0,0.17,0.03,3.33
1988-09-30,0.15,0.07,0.11,0.13,0.0,0.06,0.03,0.55,0.44,0.82,0.79,0.22,0.57,0.0,0.0,0.0,0.0,0.0,0.05,0.01,0.0
1988-10-31,0.34,0.0,0.0,0.15,0.0,0.14,0.07,0.32,0.25,0.79,0.59,0.17,0.68,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.64
1988-11-30,0.36,0.24,0.35,0.06,0.67,0.15,0.07,0.61,0.48,1.23,0.88,0.25,0.27,0.17,0.96,0.05,0.31,0.1,0.03,0.01,0.0
1988-12-31,0.74,0.32,0.48,0.04,0.71,0.31,0.15,0.58,0.45,1.17,1.59,0.45,0.18,1.03,0.98,0.06,0.0,0.0,0.19,0.04,3.15
1989-01-31,0.84,0.46,0.7,0.08,0.9,0.35,0.17,0.66,0.52,1.29,2.16,0.61,0.37,1.19,1.65,0.09,0.15,0.05,0.39,0.08,4.6
1989-02-28,1.46,0.89,1.33,0.23,2.77,0.61,0.3,0.92,0.72,1.57,4.76,1.34,1.0,2.72,4.82,0.27,0.04,0.01,0.45,0.09,6.07
1989-03-31,9.38,4.98,7.47,0.69,13.35,3.91,1.92,3.86,3.03,8.68,37.47,10.57,3.04,8.48,40.74,2.29,2.69,0.85,2.88,0.61,26.24
1989-04-30,8.53,8.55,12.83,0.3,21.18,3.55,1.75,9.67,7.6,22.52,44.83,12.64,1.33,31.09,39.41,2.22,2.18,0.69,0.54,0.11,9.19
1989-05-31,3.02,8.87,13.31,0.47,13.36,1.26,0.62,11.96,9.39,27.13,29.35,8.28,2.06,18.89,16.19,0.91,0.24,0.08,0.14,0.03,0.0
1989-06-30,1.12,4.23,6.34,0.18,3.87,0.47,0.23,11.39,8.95,25.12,15.48,4.37,0.81,9.35,2.53,0.14,1.05,0.33,0.0,0.0,0.0
1989-07-31,0.42,0.26,0.38,0.04,0.19,0.17,0.09,3.66,2.87,5.68,3.59,1.01,0.16,4.3,0.84,0.05,0.0,0.0,0.05,0.01,0.14
1989-08-31,0.3,0.06,0.09,0.0,0.05,0.12,0.06,0.71,0.56,2.23,1.26,0.35,0.0,6.25,2.78,0.16,0.0,0.0,0.0,0.0,0.0
1989-09-30,0.06,0.37,0.56,0.02,0.26,0.02,0.01,1.26,0.99,1.98,0.96,0.27,0.08,0.0,0.0,0.0,0.0,0.0,0.03,0.01,0.0
1989-10-31,1.12,1.14,1.71,0.05,0.87,0.47,0.23,1.96,1.54,2.05,8.95,2.53,0.23,4.66,2.79,0.16,-0.0,-0.0,0.07,0.01,0.0
1989-11-30,0.85,0.81,1.21,0.02,1.67,0.35,0.17,1.38,1.08,1.95,1.99,0.56,0.11,0.49,2.36,0.13,-0.0,-0.0,0.17,0.04,1.1
1989-12-31,0.64,0.37,0.55,0.04,1.17,0.27,0.13,1.05,0.83,1.94,2.13,0.6,0.18,1.37,2.4,0.14,-0.0,-0.0,0.12,0.02,0.0
1990-01-31,1.26,0.63,0.94,0.11,1.68,0.52,0.26,0.7,0.55,1.77,3.03,0.86,0.48,2.63,3.96,0.22,-0.0,-0.0,0.61,0.13,2.52
1990-02-28,1.29,0.65,0.97,0.1,1.2,0.54,0.26,0.85,0.67,1.61,3.56,1.0,0.46,2.62,4.6,0.26,0.0,0.0,1.58,0.33,1.5
1990-03-31,4.4,2.44,3.66,0.3,5.56,1.83,0.9,1.83,1.44,4.25,13.63,3.85,1.31,7.61,15.57,0.88,0.0,0.0,1.72,0.36,16.89
1990-04-30,4.17,6.38,9.56,0.05,12.47,1.74,0.85,7.14,5.61,11.84,25.04,7.06,0.21,18.08,22.27,1.25,0.0,0.0,0.42,0.09,11.37
1990-05-31,1.53,4.86,7.3,0.02,5.11,0.64,0.31,7.82,6.14,13.74,14.41,4.06,0.09,11.07,7.42,0.42,0.0,0.0,0.27,0.06,8.71
1990-06-30,0.64,1.78,2.67,0.06,2.37,0.27,0.13,6.11,4.8,9.74,9.1,2.57,0.24,5.85,4.26,0.24,0.0,0.0,0.17,0.04,2.14
1990-07-31,0.35,0.17,0.25,0.01,0.05,0.15,0.07,2.34,1.84,2.71,2.38,0.67,0.04,1.19,1.14,0.06,0.0,0.0,0.03,0.01,0.69
1990-08-31,0.05,0.12,0.18,0.0,0.2,0.02,0.01,0.69,0.55,1.37,0.23,0.06,0.0,0.0,0.4,0.02,0.0,0.0,0.0,0.0,0.0
1990-09-30,0.0,0.22,0.33,0.0,0.0,0.0,0.0,0.43,0.34,1.01,0.55,0.16,0.0,1.17,0.77,0.04,0.0,0.0,0.06,0.01,0.0
1990-10-31,0.2,0.0,0.0,0.0,0.0,0.08,0.04,0.64,0.5,1.0,0.7,0.2,0.0,0.0,0.77,0.04,0.05,0.02,0.04,0.01,0.0
1990-11-30,0.27,0.06,0.09,0.0,0.14,0.11,0.06,0.4,0.32,1.17,0.42,0.12,0.0,0.1,0.98,0.06,0.0,0.0,0.02,0.0,0.0
1990-12-31,0.28,0.05,0.07,0.0,0.17,0.12,0.06,0.48,0.38,1.22,0.81,0.23,0.0,0.09,1.2,0.07,0.25,0.08,0.0,0.0,0.0
1991-01-31,0.31,0.11,0.16,0.02,0.27,0.13,0.06,0.2,0.16,1.25,0.36,0.1,0.08,0.0,0.59,0.03,0.0,0.0,0.01,0.0,0.0
1991-02-28,0.57,0.14,0.21,0.06,0.53,0.24,0.12,0.29,0.23,0.93,0.9,0.25,0.27,0.93,0.64,0.04,0.2,0.06,0.08,0.02,0.0
1991-03-31,4.99,1.6,2.4,0.3,3.3,2.08,1.02,0.94,0.74,2.47,6.99,1.97,1.31,5.17,8.71,0.49,1.53,0.48,5.97,1.26,32.1
1991-04-30,6.69,2.96,4.44,0.37,6.74,2.79,1.37,3.18,2.5,5.0,17.81,5.02,1.65,9.57,19.43,1.09,1.55,0.49,0.76,0.16,11.26
1991-05-31,2.04,8.71,13.06,0.2,15.54,0.85,0.42,11.17,8.78,16.01,36.13,10.19,0.9,18.44,35.62,2.01,3.4,1.07,0.2,0.04,10.2
1991-06-30,1.05,7.0,10.5,0.27,5.51,0.44,0.22,11.99,9.42,19.55,20.83,5.88,1.19,10.82,10.3,0.58,2.03,0.64,0.03,0.01,0.0
1991-07-31,0.49,0.68,1.02,0.03,0.61,0.2,0.1,4.41,3.46,4.11,4.7,1.33,0.12,2.37,1.6,0.09,0.67,0.21,0.02,0.01,0.0
1991-08-31,0.23,0.07,0.1,0.0,0.0,0.1,0.05,0.98,0.77,1.57,1.12,0.32,0.0,0.8,0.47,0.03,0.52,0.16,0.02,0.0,0.0
1991-09-30,0.19,0.18,0.27,0.0,0.12,0.08,0.04,0.89,0.7,1.22,0.72,0.2,0.0,1.06,0.25,0.01,0.9,0.28,0.04,0.01,0.0
1991-10-31,0.36,0.22,0.32,0.05,0.17,0.15,0.07,0.68,0.54,1.17,0.99,0.28,0.21,0.93,1.44,0.08,0.36,0.11,0.1,0.02,0.0
1991-11-30,0.43,0.71,1.06,0.01,0.72,0.18,0.09,1.39,1.09,2.04,2.03,0.57,0.07,1.01,1.41,0.08,0.41,0.13,0.02,0.0,0.08
1991-12-31,0.43,0.24,0.35,0.04,0.8,0.18,0.09,0.87,0.68,1.89,1.54,0.43,0.16,0.81,1.12,0.06,0.76,0.24,0.16,0.03,0.0
1992-01-31,1.47,0.48,0.72,0.04,1.13,0.61,0.3,0.64,0.5,1.71,1.88,0.53,0.2,1.26,1.54,0.09,0.07,0.02,0.52,0.11,3.95
1992-02-29,3.44,1.07,1.61,0.32,2.34,1.43,0.7,0.91,0.71,1.99,6.12,1.73,1.41,3.43,7.53,0.42,1.02,0.32,5.53,1.17,31.0
1992-03-31,4.72,1.89,2.83,0.27,5.48,1.97,0.97,1.62,1.27,3.42,11.66,3.29,1.2,6.01,14.17,0.8,1.9,0.6,2.17,0.46,15.96
1992-04-30,1.24,7.16,10.74,0.09,13.58,0.52,0.25,6.91,5.43,11.69,24.98,7.05,0.37,15.21,24.79,1.4,2.14,0.68,0.42,0.09,16.7
1992-05-31,1.0,5.21,7.81,0.14,4.09,0.42,0.2,8.77,6.89,14.18,15.46,4.36,0.64,7.91,5.7,0.32,0.85,0.27,0.13,0.03,15.29
1992-06-30,0.48,0.67,1.0,0.03,0.23,0.2,0.1,3.38,2.66,4.36,4.47,1.26,0.16,1.66,1.03,0.06,0.99,0.31,0.04,0.01,0.0
1992-07-31,0.45,1.55,2.32,0.06,0.81,0.19,0.09,3.23,2.54,2.55,4.25,1.2,0.27,2.06,1.56,0.09,1.36,0.43,0.08,0.02,0.0
1992-08-31,0.18,0.17,0.26,0.0,0.09,0.07,0.04,1.0,0.79,1.27,1.3,0.37,0.01,1.35,0.63,0.04,1.01,0.32,0.11,0.02,0.0
1992-09-30,0.17,0.0,0.0,0.02,0.0,0.07,0.03,0.72,0.57,0.98,0.85,0.24,0.09,0.34,0.69,0.04,0.79,0.25,0.02,0.0,0.0
1992-10-31,0.27,0.12,0.17,0.04,0.05,0.11,0.06,0.54,0.42,1.1,0.81,0.23,0.19,0.7,0.84,0.05,0.12,0.04,0.0,0.0,0.0
1992-11-30,0.45,0.24,0.36,0.0,0.21,0.19,0.09,0.88,0.69,1.37,1.04,0.29,0.02,0.68,0.93,0.05,0.09,0.03,0.01,0.0,0.0
1992-12-31,3.73,0.4,0.6,0.16,1.15,1.55,0.76,0.69,0.54,2.09,1.04,0.29,0.7,1.45,1.59,0.09,1.12,0.35,1.18,0.25,5.59
1993-01-31,7.07,1.34,2.01,1.01,1.45,2.94,1.45,1.28,1.01,2.39,9.88,2.79,4.43,3.06,17.36,0.98,3.54,1.12,13.6,2.88,101.78
1993-02-28,8.16,0.96,1.44,0.7,1.77,3.4,1.67,0.98,0.77,1.78,9.48,2.67,3.1,2.98,13.82,0.78,3.26,1.03,6.68,1.41,41.15
1993-03-31,17.87,4.02,6.03,1.17,9.08,7.44,3.66,3.08,2.42,6.75,42.38,11.95,5.14,12.94,42.13,2.37,8.29,2.62,5.92,1.25,47.33
1993-04-30,14.81,6.07,9.1,0.56,14.91,6.17,3.03,5.9,4.64,14.13,52.36,14.77,2.45,21.12,44.65,2.51,7.05,2.23,2.88,0.61,28.78
1993-05-31,6.3,16.49,24.73,0.74,37.61,2.62,1.29,19.66,15.45,44.5,85.31,24.06,3.27,42.5,64.79,3.65,5.18,1.64,0.76,0.16,10.56
1993-06-30,1.15,13.81,20.71,0.4,17.38,0.48,0.24,17.62,13.84,40.2,46.77,13.19,1.78,31.1,28.47,1.6,1.23,0.39,0.56,0.12,0.0
1993-07-31,0.9,4.27,6.41,0.16,2.63,0.37,0.18,12.28,9.65,18.18,14.79,4.17,0.7,6.81,2.73,0.15,1.36,0.43,0.07,0.01,0.0
1993-08-31,0.52,0.29,0.44,0.01,0.08,0.22,0.11,3.78,2.97,4.31,3.65,1.03,0.06,0.2,0.48,0.03,1.14,0.36,0.05,0.01,0.0
1993-09-30,0.36,0.09,0.14,0.04,0.0,0.15,0.07,1.19,0.93,2.29,1.58,0.45,0.15,0.64,0.58,0.03,0.92,0.29,0.1,0.02,0.0
1993-10-31,0.44,0.14,0.21,0.04,0.02,0.18,0.09,1.28,1.01,2.05,1.48,0.42,0.16,0.19,0.58,0.03,0.78,0.25,0.19,0.04,0.0
1993-11-30,0.33,0.06,0.09,0.01,0.1,0.14,0.07,0.73,0.58,1.73,0.66,0.19,0.06,0.54,1.16,0.07,0.91,0.29,0.14,0.03,0.0
1993-12-31,0.37,0.16,0.24,0.02,0.42,0.15,0.08,0.63,0.5,1.7,1.39,0.39,0.09,1.06,1.65,0.09,1.1,0.35,0.36,0.08,0.0
1994-01-31,0.69,0.27,0.4,0.08,2.13,0.29,0.14,0.31,0.24,1.67,1.59,0.45,0.36,1.55,1.37,0.08,1.06,0.33,0.45,0.09,2.44
1994-02-28,2.17,0.41,0.61,0.15,2.07,0.9,0.44,0.52,0.41,1.55,4.18,1.18,0.69,2.04,2.31,0.13,0.0,0.0,1.95,0.41,8.42
1994-03-31,3.37,1.93,2.9,0.16,4.09,1.4,0.69,1.99,1.57,3.66,11.43,3.22,0.72,6.64,10.93,0.62,0.94,0.3,0.65,0.14,7.87
1994-04-30,2.79,4.79,7.18,0.1,9.5,1.16,0.57,5.3,4.16,9.4,19.92,5.62,0.42,13.61,17.93,1.01,1.44,0.45,0.5,0.11,10.24
1994-05-31,1.24,6.79,10.19,0.25,10.57,0.52,0.25,9.8,7.7,17.43,22.18,6.26,1.1,17.51,15.86,0.89,2.43,0.77,0.31,0.07,36.34
1994-06-30,0.75,1.63,2.45,0.12,1.38,0.31,0.15,5.79,4.55,9.35,8.22,2.32,0.52,4.91,2.02,0.11,1.09,0.34,0.2,0.04,0.0
1994-07-31,0.29,0.14,0.21,0.0,0.1,0.12,0.06,1.42,1.12,1.94,1.7,0.48,0.02,0.93,0.0,0.0,0.64,0.2,0.21,0.04,0.0
1994-08-31,0.16,0.0,0.0,0.0,0.0,0.07,0.03,0.45,0.35,1.11,0.74,0.21,0.0,0.0,0.05,0.0,0.78,0.25,0.06,0.01,0.0
1994-09-30,0.16,0.03,0.05,0.0,0.0,0.07,0.03,0.67,0.53,0.92,0.43,0.12,0.0,0.61,0.67,0.04,0.73,0.23,0.18,0.04,0.07
